,text,cleanTweet,emotion,Dominant_Topic,Perc_Contribution,Topic_Keywords
15,"b'RT @sofiaamera_: @twtshah_alam tak jugak sbb ada tweet laki nyirap sbb dia makan sikit tpi kena bayar sama rata, sbb katanya kawan makan sa\xe2\x80\xa6'",jugak tweet laki nyirap makan sikit tpi kena bayar sama rata kata kawan makan,2,1,0.5954,"aku, alam, tu, makan, bayar, ni, lah, je, kira, rezeki"
16,"b'@convomfs gw jg sama nder, baru aj gw udh panggilan alam di st manggarai\xf0\x9f\x98\x94\xe2\x98\x9d\xf0\x9f\x8f\xbb'",gw jg sama nder baru aj gw udh panggil alam st,2,8,0.4037,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
17,b'RT @danteana1405: @twtshah_alam Tak ada salahnya. Bayar makanan masing2 tu pun pelik ke? Buat camni barulah x keberatan semua org nk lepak.\xe2\x80\xa6',salah bayar makan masing2 tu pelik buat camni baru x berat semua org nk,2,7,0.5219,"nak, alam, ni, jadi, aku, semua, benda, bayar, kalau, isu"
18,b'RT @republikaonline: Amien Rais sebut Partai Ummat akan perjuangkan sumber daya alam untuk bangsa sendiri. https://t.co/6CA4a3Bxrj',amien rais sebut partai ummat juang sumber daya alam bangsa sendiri,2,3,0.5005,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
19,"b'@convomfs aku juga ga akan lupa\npas ibuk berjuang melawan cancer di rs, sedangkan bpk malah ke hotel sama slengkihanya\npas ibuk tau, bliau lgsg koma\nminta doa buat ibuku, semoga bliau selalu bahagia di alam kuburnya\xe2\x9d\xa4\xef\xb8\x8f\ntepat 10tahun bliau meninggal bersama dengan calon adeku'",aku ga ibuk juang lawan cancer rs bpk malah hotel sama ibuk tau bliau lgsg doa buat ibu moga bliau selalu bahagia alam bliau tinggal sama calon adeku,2,3,0.6235,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
20,b'@mdazad73 @ciktudungmerah Shah Alam ni pun sama. Jln x penah jem pun jem',shah alam ni sama jln x penah jem jem,1,12,0.3232,"jangan, tu, kalau, alam, tinggal, jadi, ni, masuk, nak, tidur"
21,"b'@worksfess Kenapa ya orang orang di Jakarta pada gak terima macet. Itu sudah hukum alam kalau tinggal di kota besar orang ny banyak kendaraan nya juga banyak, kalau gak mau macet tinggal di kampung plosok gak ada macet.'",orang orang jakarta terima macet hukum alam kalau tinggal kota besar orang ny banyak kendara nya banyak kalau mau macet tinggal kampung plosok macet,2,3,0.6586,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
22,"b'186.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN : Gelar Meditasi Bersama Gereja Kristus Raja Semesta Alam Tegalrejo, Ini Harapan Karutan Salatiga\nhttps://t.co/HFi3zdFCMm'",kemenkumham jateng a yuspahruddin gelar meditasi sama gereja kristus raja semesta alam tegalrejo harap karut,2,6,0.6583,"alam, harap, raja, sama, lagu, liar, a, semesta, kemenkumham, gelar"
23,b'Selalu Mengizinkan Diri Untuk Menerima Keberlimpahan Yang Allah Berikan Dan Alam Semesta Mendukung',selalu izin diri terima limpah allah ikan alam semesta dukung,2,11,0.2924,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
24,b'@Aku_Survivor Kalau apa2 bagitau Chomb ya Nel.. dekat jer tu spital dgn cafe Seksyen U12 Desa Alam Shah Alam. Chomb boleh bawak kan Nel makanan \xf0\x9f\xa4\xb2\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x92\x90',kalau apa2 bagitau chomb nel dekat jer tu spital cafe seksyen u12 desa alam shah alam chomb bawak nel makan,2,11,0.5701,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
25,b'Jimat ke alam bebas &lt;3 yang berarti saya tidak akan aktif beberapa hari ke depan dan menunda lagi membuat ending untuk my favorite clothes \xf0\x9f\xab\x82 https://t.co/Do1mp6jYOV',jimat alam bebas arti aktif beberapa hari depan tunda buat ending my favorite clothes,2,1,0.5554,"aku, alam, tu, makan, bayar, ni, lah, je, kira, rezeki"
26,b'RT @Injang_Nation: Kena buat banyak lagi program supaya lepasan SPM nampak lebih jelas halatuju depa untuk pengajian tinggi atau alam kerja\xe2\x80\xa6',kena buat banyak program lepas spm nampak lebih jelas halatuju depa aji tinggi alam,2,11,0.3942,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
27,b'RT @giginpraginanto: Kekayaan alam Indonesia jadi bancakan orang asing dan kaki tangan lokalnya.  https://t.co/dcByIrdePN',kaya alam indonesia jadi bancak orang asing kaki tangan lokal,2,3,0.4999,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
28,b'RT @AgusYudhoyono: Tidak lupa jg berterima kasih kpd sahabat2 @OverlandingID utk keseruannya berbagi keindahan alam &amp; kebahagiaan dgn warga\xe2\x80\xa6',lupa jg terima kasih kpd sahabat2 utk seru bagi indah alam bahagia,2,11,0.3276,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
29,"b'RT @bernamadotcom: Wisma Jakel di Seksyen 7, Shah Alam, Selangor hari ini mengalami kebakaran kali kedua apabila bilik simpanan kain langsi\xe2\x80\xa6'",wisma jakel seksyen shah alam selangor hari alami bakar kali dua apabila bilik simpan kain,1,11,0.6618,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
30,b'#terbaru #news #indonesia #korupsi Fakta fakta unik di dunia dan alam semesta https://t.co/nF87hRQTdQ',fakta fakta unik dunia alam semesta,2,9,0.4464,"alam, semesta, ada, fakta, wisata, dunia, orang, jadi, aku, cipta"
31,b'Kenapa juga harus ku lihat buat mood buruk bangetttttt tapi gak di lihat pun penasaran\nHahaha akhirnya jatuh juga dari alam bawah sadar\nDan akhirnya di sadarkan juga melalui status baru nya \n2023 Tuhan semoga membuka jalan untuk ku Amin',ku lihat buat mood buruk bangett lihat akhir jatuh alam bawah akhir sadar lalu status baru nya tuhan moga buka jalan ku amin,2,3,0.5477,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
32,b'RT @bene_dion: Sekarang hampir semua titik di Jakarta ada orang Batak. Sungguh efek di sekitar Danau Toba sangat terbatas yang bisa dikerja\xe2\x80\xa6',sekarang hampir semua titik jakarta orang batak sungguh efek danau toba sangat batas,2,4,0.622,"alam, besar, bencana, banjir, politik, murni, na, sekali, jelas, faktor"
33,"b'RT @SahabatSaber: Saudaraku umat Hindu dimanapun berada..\nSelamat merayakan Galungan.. \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\n\nSemoga Ida Sang Hyang Widhi Wasa, senantiasa mem\xe2\x80\xa6'",saudara umat hindu mana raya galungan ida sang hyang widhi wasa senantiasa,2,0,0.6127,"alam, sang, raya, selamat, bukan, hai, ka, bhi, me, se"
34,b'@AwanAngkasa6 LG berada d kawasan cagar alam nich.',lg ada d kawasan cagar alam nich,1,11,0.2193,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
35,b'Otak tidak bisa membentuk karakter\nbaru dalam mimpi. Semua sosok yang\nkita lihat dlm mimpi adalah orang2 yg\npernah kita lihat di alam nyata.',otak bentuk mimpi semua sosok lihat dlm mimpi orang2 lihat alam nyata,2,4,0.3334,"alam, besar, bencana, banjir, politik, murni, na, sekali, jelas, faktor"
36,b'@samsungID @ibrhmrsyd Pengen banget punya #GalaxyS22 Ultra 5G bagus banget buat foto foto di alam dengan suasana malam . @samsungID',ken banget punya ultra bagus banget buat foto foto alam suasana malam,2,8,0.3582,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
37,b'@edgyouth @BLlNDlN @oneiromansy terbang ke alam bawah sadar iye dia',terbang alam bawah sadar iye,2,3,0.3393,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
38,b'@drunkkeu alam masih ngantuk juga?',alam ngantuk,2,3,0.2008,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
39,b'RT @Valestf23: @drunkkeu @momzchulo_ Astaga uwuan lagii dahh... Btw happy mensipppp buat alam goib semoga kalian bisa langgeng yahhh \xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0',astaga uwuan lagi dahh btw happy mensipp buat alam goib moga kalian langgeng yahh,2,3,0.645,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
40,b'RT @gzsip: @drunkkeu @momzchulo_ Happy mensiveee alam dan acaa \xe2\x9c\xa8',happy mensivee alam acaa,2,8,0.344,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
41,b'Bagaimana keadaan manusia di alam kubur? Apa saja yang akan ditanyakan disana? Pasti selamat dari siksa kubur? Alywafa dot com BekasiBanget',bagaimana ada manusia alam kubur apa tanya sana selamat siksa kubur alywafa dot com bekasibanget,2,3,0.3974,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
42,"b'KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN : Gelar Meditasi Bersama Gereja Kristus Raja Semesta Alam Tegalrejo, Ini Harapan Karutan Salatiga,https://t.co/YZ77QzDLhf,,'",kakanwil kemenkumham jateng a yuspahruddin gelar meditasi sama gereja kristus raja semesta alam tegalrejo harap karut salatiga,2,6,0.6869,"alam, harap, raja, sama, lagu, liar, a, semesta, kemenkumham, gelar"
43,"b'miki : udah siap, ayo mau kemana \nakuw : KELILING DUNIA ALAM SEMWSTA AJA AYOK \xf0\x9f\x98\xad https://t.co/mOiNwcooPO'",mik udah siap ayo mau keliling dunia alam semwsta aja ayok,2,3,0.2532,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
44,"b'@convoselfol good morning, sendernim! \xe2\x98\x80\xef\xb8\x8f\nnggak kok, nggak terganggu. malah seneng banget hehehe. gomen ne baru ngebales due to semalem sudah ke alam mimpi. hari selasanya kemarin bagus banget karena dapet menfess dari sendernim. /malu/'",good morning kok ganggu malah neng banget hehehe gomen ne baru ngebales due to semalem alam mimpi hari selasa kemarin bagus banget dapet menfess sendernim,2,3,0.6809,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
45,b'@pieteriskandar0 naturalisasi berarti kan tdk berbuat apa2 untuk merubah sesuatu pun dr alam... Alias dibiarin gitu aja..',naturalisasi arti buat apa2 rubah alam alias dibiarin gitu aja,2,3,0.5055,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
46,"b'RT @StellaExInani: ""Terima kasih untuk kerja kerasmu sampai hari ini, Alhaitham.""\n\nCyno perlahan berjalan menuju pintu dan menutupnya kemba\xe2\x80\xa6'",terima kasih kerja keras hari perlahan jalan tuju pintu tutup,2,17,0.5589,"alam, ekonomi, tengah, gw, bencana, rumah, bantu, target, aja, kerja"
47,"b'RT @MistakesInLife9: @barbwiegirl Gak ah... Zina .. Berdosa .. nNonton bokep juga gak baik, merusak mental..\nKalo kamu lagi z8na, terus mat\xe2\x80\xa6'",ah zina dosa nnonton bokep baik rusak kamu z8na terus,2,3,0.2834,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
48,b'RT @drunkkeu: Happy mensive cantiknya alam\xe2\x9d\xa4\xef\xb8\x8f https://t.co/RxDtEB0Io5',happy mensive cantik,2,3,0.2843,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
49,b'@dyahNeZza Hukum alam ..hiiii di vulkanisir',hukum alam hii vulkanisir,2,3,0.2124,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
50,b'5 menit berada di alam lain \xe2\x98\xa0\xef\xb8\x8f',menit ada alam,1,9,0.2694,"alam, semesta, ada, fakta, wisata, dunia, orang, jadi, aku, cipta"
51,"b'@Ranaarama @Rin_rinchoco Ngumpetnya sampe belasan tahun wkwkwkw, yg paling ribet sih kalau udah kabur ke alam jiwa kak\xf0\x9f\xa4\xa3 emang ada2 aja kelakuan yang mulia Buyeon ini'",ngumpetnya sampe bas tahun wkwkwkw paling ribet sih kalau udah kabur alam jiwa emang ada2 aja laku mulia buyeon,2,8,0.4148,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
52,"b'\xe2\x80\x9cProjek ini menunjukkan gajah boleh hidup secara harmoni dengan manusia menerusi adaptasi Living Landscape Approach (LLA), iaitu pendekatan berasaskan alam semula jadi dalam melindungi biodiversiti &amp; pembangunan ekonomi,\xe2\x80\x9d-Pengarah Pemuliharaan WWF-Malaysia\nhttps://t.co/V7MweqgVrZ'",tunjuk gajah hidup harmoni manusia terusi adaptasi living landscape approach iaitu dekat asas alam mula jadi lindung biodiversiti bangun pemuliharaan,2,9,0.473,"alam, semesta, ada, fakta, wisata, dunia, orang, jadi, aku, cipta"
53,b'Alam menciptakan kemampuan. Keberuntungan melengkapinya dengan kesempatan',alam cipta mampu untung lengkap sempat,2,9,0.4283,"alam, semesta, ada, fakta, wisata, dunia, orang, jadi, aku, cipta"
54,"b'Alam semesta ini begitu indah, bantu kami menjaganya ya tuhan'",alam semesta indah bantu jaga tuhan,2,3,0.2052,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
55,b'7:37hrs Trafik perlahan di NKVE arah Utara dari Setia Alam ke Shah Alam. Pandu berhati-hati. Harap maklum. @llmtrafik',trafik perlahan nkve arah utara setia alam shah alam pandu harap maklum,2,15,0.5937,"alam, tahun, shah, tutup, dekat, kena, je, ni, biasa, kat"
56,"b'Lapas Jember Ambil Langkah Awal Beri Ilmu Penanganan Bencana Alam untuk Petugas\n\nJEMBER \xe2\x80\x93 Prawono, Kasubsi Pelaporan Tata Tertib dan Frendy Wijanarko Kasubsi Keamanan Lapas Jember mengunjungi UPT Damkar, dan BPPD Jember pada Selasa (03/01/2023) siang. .....\n\n&gt;&gt;&gt; Selengkapnya &gt;&gt;&gt; https://t.co/CW8A1qqB4P'",lapas jember ambil langkah awal beri ilmu tangan bencana alam prawono kasubsi lapor tata tertib frendy wijanarko kasubsi aman lapas jember unjung upt damkar bppd jember selasa siang lengkap,2,10,0.6488,"alam, waktu, hulu, shah, januari, masuk, jam, sepang, mas, rawang"
57,"b'Gubernur Jawa Tengah Ganjar Pranowo punya target dan pekerjaan rumah yang mesti diperbaiki di tahun 2023 harus tercapai.\n\nSeperti penanggulangan bencana alam, sistem transportasi, distribusi BBM dan pangan.\n#SahabatGanjar\nhttps://t.co/CNPfKpjcJT https://t.co/KrJCpId8rD'",gubernur jawa tengah ganjar pranowo punya target kerja rumah mesti baik tahun tanggulang bencana alam sistem transportasi distribusi bbm,2,17,0.6933,"alam, ekonomi, tengah, gw, bencana, rumah, bantu, target, aja, kerja"
58,"b'RT @305_NiBOSS: Dengan Perpu Cipta Kerja, Indonesia hanya akan terus mengundang investasi yang mengeksploitasi  sumber daya alam dan tenaga\xe2\x80\xa6'",perpu cipta kerja indonesia terus undang investasi eksploitasi sumber daya alam,2,11,0.4561,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
59,b'NKVE setia alam to Shah alam jem dari Setia Alam sampai Damansara. \n\nSekian.',nkve setia alam to shah alam jem setia alam damansara,2,11,0.5456,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
60,b'RT @HendryGoenaOne: Lab nya level BSL ada di alam bawah sadar \xf0\x9f\xa4\xad\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad',lab nya level bsl alam bawah sadar,1,3,0.4807,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
61,b'RT @husain_fahasbu: Ini disebut aksiomatis atau istilah arabnya dharuri. Di bawah alam sadar. Hahaha',sebut aksiomatis istilah arab dharuri bawah alam sadar hahaha,1,3,0.3287,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
62,"b'Ceweknya ngasih kode, cowoknya ga.peka. Ceweknya nangis, cowoknya ngatain cengeng. Gitu terus sampai para jomblo berkumpul di Alam Barzah.'",cewek ngasih kode cowok cewek nang cowok ngatain cengeng gitu terus jomblo kumpul alam barzah,2,1,0.5324,"aku, alam, tu, makan, bayar, ni, lah, je, kira, rezeki"
63,"b'RT @arvindgunasekar: AS Dulat, former R&amp;AW Chief joins Bharat Jodo Yatra. https://t.co/64g3cnyeOr'",as dulat former chief joins bharat jodo yatra,2,0,0.1248,"alam, sang, raya, selamat, bukan, hai, ka, bhi, me, se"
64,"b'Jan , 4 2023. Bia cerah secerah alam.'",jan bia cerah cerah alam,2,15,0.3193,"alam, tahun, shah, tutup, dekat, kena, je, ni, biasa, kat"
65,b'Lekuk keindahan alam akan tetap abadi jika manusia senang menjaganya. Maka lukisan panorama bisa kita nikmati hingga akhir ma ##SeniBerbagi',lekuk indah alam tetap abadi manusia senang jaga lukis panorama nikmat hingga akhir ma,2,3,0.4621,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
66,b'RT @izipizeezs: BibleBuild AU - Twotweets\n\n    [ Batara Banu - Universe ]\n\nChap 11 : Alam Jiwa \xf0\x9f\x8c\x80\n#BibleBuild #BibleBuildAU https://t.co/YjU\xe2\x80\xa6',biblebuild au batara banu universe alam jiwa,2,8,0.4724,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
67,b'Menambahkan nuansa alam seperti tumbuh-tumbuhan menjadi salah satu hal paling mudah untuk membuat rumah menjadi lebih bersih dan sehat.',tambah nuansa alam jadi salah satu paling mudah buat rumah jadi lebih bersih sehat,2,3,0.6041,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
68,"b'RT @usefullEin: @twtshah_alam Takla. Sebenarnya kami perempuan kumpul mcm ni sebab takde sen. Boleh pinjam member \n\nCashier: RM11.30 dik, s\xe2\x80\xa6'",takla benar perempuan kumpul mcm ni takde sen pinjam member dik,1,1,0.246,"aku, alam, tu, makan, bayar, ni, lah, je, kira, rezeki"
69,b'RT @DiposuroP: Selamat pagi alam semesta\xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\n\nTrimakasih atas hidup dan kehidupan yg kau beri\nTrimakasih atas karuniamu bg penghuni negri sur\xe2\x80\xa6',selamat pagi alam atas hidup hidup kau atas karunia bg huni negri,2,5,0.5856,"anak, kau, atas, hidup, alam, balik, naik, semua, ayam, kota"
70,b'@pacarrYoshinori panggilan alam',panggil alam,2,8,0.2096,"alam, udah, gue, beda, ga, jadi, sama, cuma, sih, orang"
71,b'AMEN ALAM NA ALAM',amen alam na alam,2,4,0.1837,"alam, besar, bencana, banjir, politik, murni, na, sekali, jelas, faktor"
72,b'RT @SrikandiPswaran: Senja di Pahawang \nMenjadi saksi \nKeindahan cinta kita \n\nBumi andan jejama \nAlam sutera bagai nirwana \nBumi wisata sej\xe2\x80\xa6',senja pahawang saksi cinta andan jejama sutera bagai nirwana wisata,2,3,0.1891,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
73,b'RT @izipizeezs: Chap 11 : Alam Jiwa \xf0\x9f\x8c\x80\nhttps://t.co/4DLeDB7CVq',chap alam jiwa,0,9,0.285,"alam, semesta, ada, fakta, wisata, dunia, orang, jadi, aku, cipta"
74,"b'RT @TweetIslamik: Sebenarnya bukan itu yang arwah ibu bapa kita mahukan, harapkan dan perlukan.\n.\nSemasa mereka berada di alam barzakh, ada\xe2\x80\xa6'",benar bukan arwah ibu bapa mahukan harap ada alam barzakh,2,2,0.5042,"alam, ko, ibu, sangat, musim, pandang, ikan, cari, dapat, sedih"
75,b'Lab nya level BSL ada di alam bawah sadar \xf0\x9f\xa4\xad\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad https://t.co/wQBHaDxOPK',lab nya level bsl alam bawah sadar,1,3,0.4806,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
76,"b'@samsungID #2023Awesome mau bikin moment feed ig rapih dengan diisi liburan menjelajah alam Indonesia, tak lupa abadiin momentnya pakai si powerful nan stylish #GalaxyA23 5G silver yang bikin foto jepretanku layaknya seorang profesional @0xmandrak @Raeinzer \n#JelasPastiAwesome https://t.co/nEaxOwWA1v'",mau bikin moment feed ig rapih isi libur jelajah alam indonesia lupa abadiin momentnya pakai si powerful nan stylish silver bikin foto jepret layak orang profesional,1,16,0.5576,"alam, siapa, bikin, beri, isi, tiba, masalah, api, kalau, pakai"
77,b'@CNNIndonesia cocoknya dibebaskan dari alam dunia',cocok bebas alam dunia,2,3,0.3435,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
78,b'@_MbakSri_ Hal biasa di alam politik ora kaget\xf0\x9f\xa4\xaa',biasa alam politik ora,1,4,0.1364,"alam, besar, bencana, banjir, politik, murni, na, sekali, jelas, faktor"
79,"b'Apa daya, , , kita yang hanya bergantungan pada alam,,, https://t.co/zGNhx5eRbQ'",apa daya gantung alam,2,3,0.3501,"alam, apa, aku, mimpi, buat, kamu, hukum, jadi, sadar, orang"
80,"b'RT @suarakedoe: Tidaklah seorang muslim yang meninggal di hari Jumat atau malam Jumat, kecuali Allah akan lindungi dirinya dari fitnah alam\xe2\x80\xa6'",tidak orang muslim tinggal hari jumat malam jumat allah lindung diri fitnah,1,7,0.5472,"nak, alam, ni, jadi, aku, semua, benda, bayar, kalau, isu"
81,"b'Rabu / 4 Januari 2023 / 11 Jamadilakhir 1444H\n7:18pg - Masuk waktu Syuruk bagi Shah Alam, Rawang, Gombak, Sepang, Hulu Langat, Hulu Selangor &amp; kwsn yg sama waktu. Waktu haram solat hingga 7:33pg.\nWaktu Ishraq mula pada 7:34pg.\nWaktu Dhuha mula pada 7:46pg.'",rabu januari jamadilakhir masuk waktu syuruk shah alam rawang gombak sepang hulu langat hulu selangor kwsn sama waktu waktu haram solat hingga ishraq mula dhuha mula,2,10,0.7524,"alam, waktu, hulu, shah, januari, masuk, jam, sepang, mas, rawang"
82,b'07:18\nSyuruk has started in Shah Alam &amp; vicinity for 28 minutes (until 07:46) \xe2\x80\xa2 Telah bermula waktu Syuruk di Shah Alam &amp; kawasan yang sewaktu dengannya untuk 28 minit (sehingga 07:46) #WaktuSolat',has started in shah alam vicinity for minutes mula waktu syuruk shah alam kawasan waktu dengan minit,1,11,0.6312,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
83,"b'Dengan Perpu Cipta Kerja, Indonesia hanya akan terus mengundang investasi yang mengeksploitasi  sumber daya alam dan tenaga kerja murah.\n\nSemoga pemerintah membatalkan Perpu Cipta Kerja ini untuk kebaikan rakyatnya sendiri...\n#LawanPERPPUCiptaker\n#LawanPERPPUCiptaker https://t.co/1LPnDd0N0m'",perpu cipta kerja indonesia terus undang investasi eksploitasi sumber daya alam tenaga kerja perintah batal perpu cipta kerja baik rakyat,2,11,0.621,"alam, shah, tuhan, satu, banyak, bangun, in, masuk, jakel, bakar"
