,text,cleanTweet,emotion,Dominant_Topic,Perc_Contribution,Topic_Keywords
48,b'Pendidikan yang baik tidak menjamin pembentukan watak yang baik. (Fonttenelle)',didik baik jamin bentuk watak baik,2,19,0.4403,"didik, baik, kata, anak, jadi, banyak, lebih, hidup, beri, orang"
49,"b'@istighfar0y Pernah ambil kelas online di scholars si. Yg 1 bulan di regular. Kelasnya intensif, oke banget lah. Tutornya juga mudah menjelaskan dan sejalur pendidikan. Harga worth it bgt. More info dm aja^^'",pernah ambil kelas online scholars si bulan regular kelas intensif oke banget lah tutor mudah jelas jalur didik harga worth it bgt more info dm,2,19,0.7469,"didik, baik, kata, anak, jadi, banyak, lebih, hidup, beri, orang"
50,"b'RT @beritartm: INFOGRAFIK\n\n""Pendidikan mempunyai akar yang pahit tapi buahnya manis"" - Aristotle\n\n\'Yang sahih di Berita RTM\'\n#RTM #BeritaRT\xe2\x80\xa6'",punya akar pahit buah manis sahih berita,2,7,0.488,"didik, anak, punya, tahun, banyak, jadi, keluarga, buah, lebih, orang"
51,"b'aku udah open yaaa yg mau joki tugas SD-SMA, pendidikan, biologi, PAI, b arab, sejarah dll bisa langsung chat aja \xf0\x9f\x92\x97 dijamin no copas dan dikerjakan sepenuh hati:)\n\n#jokitugas #zonauang\xef\xb8\x8f'",aku udah open yaa mau joki tugas didik biologi pai b arab sejarah langsung chat aja jamin no copas kerja sepenuh,2,14,0.4932,"didik, ajar, agama, kurang, kerja, jadi, lowong, islam, kurikulum, wbp"
52,"b'@chalarchieve Pernah ny\xc3\xb2ba \xc3\xb2nline di scholars si, worth it banget. Tutornya dah pengalaman bahkan sejalur pendidikan. Bahkan bisa dapat sesi sharing beasiswa juga. More info dm aja ka^^'",pernah scholars si worth it banget tutor dah alam bahkan jalur didik bahkan sesi sharing beasiswa more info dm aja,2,19,0.6672,"didik, baik, kata, anak, jadi, banyak, lebih, hidup, beri, orang"
53,"b'Sobat BUMN, PT INKA (Persero) mendapatkan 2 penghargaan dari Direktorat Jenderal Pendidikan Tinggi, Riset dan Teknologi (Ditjen Diktiristek) yakni sebagai mitra dengan inovasi bidang kendaraan listrik terbaik\n\n#PenghargaanINKA https://t.co/zBIFMKXdYJ'",sobat bumn inka dapat harga direktorat jenderal didik tinggi riset teknologi mitra inovasi bidang kendara listrik,2,16,0.6717,"didik, kerja, bidang, sama, aku, gw, mulai, kalo, tingkat, jateng"
54,"b'MENGENAL LEBIH JAUH SISTEM PENDIDIKAN DI JERMAN, KLIK https://t.co/9wzHcfom3w  https://t.co/GVP75yICGZ'",kenal lebih jauh sistem didik jerman klik,2,11,0.3222,"didik, sekolah, pilih, bayar, kuliah, alam, jalan, menteri, sebut, nya"
55,b'Pendidikan membutuhkan uang. Begitu juga dengan kebodohan. ~Claus Moser~',didik butuh uang bodoh,2,9,0.3053,"didik, masjid, anak, ga, buat, biar, umat, mana, tingkat, guru"
56,"b'""Tidak ada pemberian orangtua yang paling berharga kepada anaknya daripada pendidikan akhlak mulia."" (HR. Bukhari)'",beri orangtua paling harga anak didik akhlak mulia,2,19,0.4901,"didik, baik, kata, anak, jadi, banyak, lebih, hidup, beri, orang"
57,b'RT @RMalanjum: Rasulullah sendiri mengharamkan judi.\n\nAdakah Rasulullah ekstremis wahai DAP?\n\nRasulullah haramkan judi DAN berikan pendidik\xe2\x80\xa6',rasulullah sendiri haram rasulullah ekstremis wahai haram judi ikan,2,7,0.5427,"didik, anak, punya, tahun, banyak, jadi, keluarga, buah, lebih, orang"
58,b'RT @IbrahimAzzaini: Sampai pesantren harus berangkat lagi kemedan.\nAda banyak hal yang harus kami diskusikan terkait kebutuhan dai dipedala\xe2\x80\xa6',pesantren berangkat banyak diskusi kait butuh dai,2,7,0.3943,"didik, anak, punya, tahun, banyak, jadi, keluarga, buah, lebih, orang"
59,b'Kadang sedih kerja di perantauan cuma bs nyisihin sedikit buat orgtua walau mereka gapernah minta sepeserpun. Padahal pas dulu kuliah orgtua bela2in banget ngasi yg cukup buat bea hidup &amp; pendidikan anaknya. Pengen bgt rasanya biayain haji/umroh orgtua mumpung mereka masih sehat.',kadang sedih kerja rantau cuma bs nyisihin sedikit buat orgtua gapernah minta peser padahal pas dulu kuliah orgtua bela2in banget ngasi cukup buat bea hidup didik anak ken bgt rasa biayain orgtua mumpung sehat,2,13,0.7982,"didik, aku, buat, kalo, satu, aja, selalu, banget, salah, bukan"
60,"b'@fajarvantano1 @tifsembiring Menteri pendidikan nya saja membuat saya yang guru bersertifikat pendidik, hilang sertifikasi nya.\njadi honorer malah sejahtera karena bisa sertifikasi daripada jadi ASN yg salah jurusan akibat aturan perintah ""reset"" hilang sertifikasi, tampil pun tidak dapat'",menteri didik nya buat guru sertifikat didik hilang sertifikasi honorer malah sejahtera sertifikasi jadi asn salah jurus akibat atur perintah reset hilang sertifikasi tampil,2,3,0.7359,"didik, guru, jurus, aku, jadi, sih, kuliah, kerja, apa, kalau"
61,"b'@mojokdotco Status BLU dan BH di di dunia pendidikan itu yg jd biang keroknya, semua kampus BLU/BH berlomba2 memeras mahasiswanya atas nama pembangunan'",status blu bh dunia didik jd biang kerok semua kampus berlomba2 peras mahasiswa atas nama bangun,2,0,0.6535,"didik, bangun, dinas, ingat, jadi, menteri, informasi, semua, mahasiswa, janji"
62,b'RT @fressiastar: jaeyong AU\narranged marriage! AU\n\n\xf0\x9d\x90\x8c\xf0\x9d\x90\x9e\xf0\x9d\x90\xab\xf0\x9d\x90\xa0\xf0\x9d\x90\x9e\xf0\x9d\x90\xab &amp; \xf0\x9d\x90\x82\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\xac\xf0\x9d\x90\xa8\xf0\x9d\x90\xa5\xf0\x9d\x90\xa2\xf0\x9d\x90\x9d\xf0\x9d\x90\x9a\xf0\x9d\x90\xad\xf0\x9d\x90\xa2\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\n\nAruna kira semester limanya akan berjalan normal. Aditya kira ta\xe2\x80\xa6',jaeyong kira semester lima jalan normal aditya kira,2,18,0.4416,"didik, aku, nih, aja, banget, kak, udah, sama, wa, yuk"
63,"b'Perbedaan arti ""mengubah"" dan ""merubah"" nampaknya perlu diajarkan di semua jenjang pendidikan agar masyarakat tercerahkan.'",beda arti ubah rubah nampaknya perlu ajar semua jenjang didik masyarakat cerah,2,6,0.5588,"didik, hidup, siap, bukan, depan, m, masa, milik, sendiri, uk"
64,b'Riwayat Pendidikan\n-Pendidikan Formal:\nhttps://t.co/tyWLkBWOrV BDN Jakarta Barat\nb.Madrasah Tsanawiyah Al-Zaytun\nc.Madrasah Aliyah Al-Zaytun\nd.UIN Syarif Hidayatullah Jakarta',riwayat bdn jakarta tsanawiyah aliyah syarif hidayatullah jakarta,2,13,0.5204,"didik, aku, buat, kalo, satu, aja, selalu, banget, salah, bukan"
65,b'Selamat pagi #KomunitasBogor Peduli Pendidikan berkawanID PMKB_ FFIBogor',selamat pagi peduli didik berkawanid ffibogor,2,9,0.434,"didik, masjid, anak, ga, buat, biar, umat, mana, tingkat, guru"
66,"b'Pendidikan mengembangkan kemampuan, tetapi tidak menciptakannya. (Voltaire)'",didik kembang mampu cipta,2,13,0.3161,"didik, aku, buat, kalo, satu, aja, selalu, banget, salah, bukan"
67,b'Selamat pagi #KomunitasBogor Peduli Pendidikan YMYMbgr AkberBogor SahabatTHC Sebersy SanggarJuara Imago_09',selamat pagi peduli didik ymymbgr akberbogor sahabatthc sebersy sanggarjuara,1,9,0.5394,"didik, masjid, anak, ga, buat, biar, umat, mana, tingkat, guru"
68,"b'@CNNIndonesia Ah soal gitu aja sampe drama, focus buat perkembangan teknologi kek, tingkatkan level pendidikan, hal2 berguna Yg kayak gitu lah di junjung. Dunia udah semakin maju, tapi banyak org2 goblok di Indonesia Yg Mau  negara ini jadi kayak Afghanistan.'",ah soal gitu aja sampe drama focus buat kembang teknologi kek tingkat level didik hal2 guna kayak gitu lah junjung dunia udah makin maju banyak org2 goblok indonesia mau negara jadi kayak afghanistan,2,10,0.7361,"didik, indonesia, paling, sistem, tp, rakyat, banyak, pajak, baca, makan"
69,b'Selamat pagi #KomunitasBogor Peduli Pendidikan AmpiPeduli RumahMerahPutih terminalhujan Puzzle_Summit',selamat pagi peduli didik ampipeduli rumahmerahputih terminalhujan,2,9,0.4744,"didik, masjid, anak, ga, buat, biar, umat, mana, tingkat, guru"
70,b'Pendidikan bukan persiapan untuk hidup KamiProduk',didik bukan siap hidup kamiproduk,0,6,0.3901,"didik, hidup, siap, bukan, depan, m, masa, milik, sendiri, uk"
71,b'Pendidikan bukan persiapan unt uk hidup DapoerBunda18',didik bukan siap unt uk hidup dapoerbunda18,1,6,0.4779,"didik, hidup, siap, bukan, depan, m, masa, milik, sendiri, uk"
72,"b'@worksfess Semangat der.. memang kalo bekerja dlm dunia pendidikan ga boleh money oriented (kecuali PNS guru DKI) Saya dosen gol IIIC dan tunjangannya serta honornya emang yaaahhh begitulah.. Alhamdulilah bs beli rmh dan mobil,dpt uang dr suami,mertua and ortu ehehhehehehe'",semangat der memang kalo kerja dlm dunia didik ga money oriented pns guru dosen gol iic tunjang honor emang yaahh begitu alhamdulilah bs beli rmh uang and ortu ehehhehehehe,2,5,0.7778,"didik, ga, mau, aku, kerja, jadi, lulus, kalau, orang, aja"
73,"b'Zodiak : Taurus Pendidikan : SMP : Middle School Eonju, SMA : Girls High School Dongdug Agensi : LEON Entertainment'",zodiak taurus didik smp middle school eonju sma girls high school dongdug agens leon entertainment,2,17,0.6596,"didik, org, nya, satu, kalau, bahasa, bawah, negara, jadi, indonesia"
74,"b'ini fungsi pendidikan pada anak usia dini, biar gak salah server \xf0\x9f\xa4\xa3 https://t.co/fpsK3cPZ2a'",fungsi didik anak usia dini biar salah server,2,9,0.2148,"didik, masjid, anak, ga, buat, biar, umat, mana, tingkat, guru"
75,"b'Ketika marah, maka setelah marah saya pasti ada penyesalan, ""kok bisa saya begitu"". Atau lakukan itu. Jadi saya agak males kalau mau marah-marah. \n\nAda kata inspirasi, yang di katakan oleh Ki Hajar Dewantara (bapak pendidikan Indonesia) ""Memanusiakan manusia"".\n\n#masFarhanSunsani https://t.co/k3KqlAzM9S'",marah marah sesal kok laku jadi males kalau mau kata inspirasi kata ki hajar dewantara didik manusia,2,14,0.6249,"didik, ajar, agama, kurang, kerja, jadi, lowong, islam, kurikulum, wbp"
76,"b'Pendidikan mempunyai akar yang pahit, tapi buahnya manis. (Aristoteles)'",didik punya akar pahit buah manis,1,7,0.4418,"didik, anak, punya, tahun, banyak, jadi, keluarga, buah, lebih, orang"
77,"b'PENDIDIKAN : untuk mengantisipasi ""kebocoran"" soal UAN depdiknas menempelkan charm body fit disemua lembar soal'",didik antisipasi bocor soal uan depdiknas tempel charm body fit semua lembar soal,2,17,0.6053,"didik, org, nya, satu, kalau, bahasa, bawah, negara, jadi, indonesia"
78,b'Pendidikan adalah hidup it u sendiri ( John Dewey) NoteDokter',didik hidup it u sendiri john notedokter,2,12,0.4526,"didik, buat, udah, jadi, orang, tuh, bukan, hidup, tua, posisi"
79,"b'RT @blank0429: Baznas ingin Indonesia Tiru Malaysia Terapkan Kewajiban Berzakat\n-\nSetuju pak! Tapi sebelumnya TOLONG Tiru BBM, Listrik, Sem\xe2\x80\xa6'",baznas indonesia tiru malaysia terap wajib belum tiru bbm listrik,2,10,0.5714,"didik, indonesia, paling, sistem, tp, rakyat, banyak, pajak, baca, makan"
80,"b'kalo diliat2 kehidupan dinda balance bgt antara pendidikan sama fangirling nya, jadi iri'",kalo diliat2 hidup dinda balance bgt didik sama fangirling nya jadi iri,1,16,0.3807,"didik, kerja, bidang, sama, aku, gw, mulai, kalo, tingkat, jateng"
