positive,@DivHumas_Polri: Sa Bangga Menjadi Anak Indonesia\n\n#PolriPromoter #PolriHumanis #ThinkBeforePosting @PolriMultimedia https://t.co/iRb3KR\xe2\x80\xa6,sa bangga jadi anak
positive,"@humaspolsekup01: Beginilah keakraban Bhabinkamtibmas Losari,.Brigpol Muh. Yunus WTT, dengan warganya,..... kedepankan dialog kamtibmas,\xe2\x80\xa6",begini akrab bhabinkamtibmas muh yunus wtt warga depan dialog
positive,RT @DivHumas_Polri: Hoax dan Ujaran Kebencian dapat mengancam persatuan \n\nLaporkan dan Janban Ikut Menyebarkan\n\n#PolriPromoter #PolriHumani\xe2\x80\xa6,rt hoax ujar benci ancam satu janban ikut
positive,@DivHumas_Polri: Jiwa Raga TNI-Polri untuk NKRI\n\nTNI-Polri Kawan Agenda Nasional Pada Tahun Politik\n\n#PolriHumanis #PolriPromoter #TNIPo\xe2\x80\xa6,jiwa raga kawan agenda nasional tahun
positive,"@JKFC23456789: Terlihat @sandiuno Cawapres Tak Berkualitas.\n\n""Dalam Hukum Tak kenal dgn Byk Pengikut""\n\nAnda @sandiuno Belajarlah yg Byk.\xe2\x80\xa6",lihat cawapres hukum kenal byk bajar
positive,"@reivaboy @duhmnas3 @DivHumas_Polri @BareskrimPolri @LembagaF @anna_suezann Hihihi..iyaa, maaf diterima \xf0\x9f\x99\x8f\xf0\x9f\x98\x82\xf0\x9f\x98\x82",maaf terima
positive,@DivHumas_Polri @haikal_hassan @PolriMultimedia Intinya Jangan Lupa 2019 Ganti presiden No. 02 \xe2\x9c\x8c,inti jangan lupa ganti presiden no
positive,"@muannas_alaidid: Secara pribadi tentu saya maafkan, tapi krn yg dilaporkan bukan delik aduan tapi delik biasa ujaran kebencian, saya se\xe2\x80\xa6",pribadi maaf lapor bukan delik adu delik biasa ujar benci
positive,@HumasPoldaJatim: Kami Hadir Dan Dekat Dengan Masyakat\n\n@DivHumas_Polri \n@PolriMultimedia \n@e100ss \n@beritajatimcom \n@jawapos \n@SINDOnew\xe2\x80\xa6,hadir dekat
positive,"RT @richadmustova: @WajahMuslim17 @D1x174nX1 Tolong dong min @DivHumas_Polri , masa Polisi2 Muslim gx ada satu pun yg terpanggil hatiny utk\xe2\x80\xa6",rt dong min masa polisi2 muslim gx satu panggil hatiny
neutral,@DivHumas_Polri: Jenazah Pilot Lion Air JT610 Berhasil Teridentifikasi\n\n#PolriPromoter #PolriHumanis #ThinkBeforePosting @PolriMultimedi\xe2\x80\xa6,jenazah pilot lion air jt610 hasil
neutral,"@DivHumas_Polri: Tak Bayar Pajak Tahunan, Polisi Berwenang Tilang dan Sita Kendaraan \n\nSelengkapnya \xe2\xac\x87\xef\xb8\x8f\nhttps://t.co/Pyp1GK8EPm\n\n#Korlant\xe2\x80\xa6",bayar pajak tahun polisi wenang tilang sita kendara
neutral,@DivHumas_Polri: 16 Jenazah Korban Lio Air JT610 Teridentifikasi\n\nBerikut identitas jenazah Lion Air JT610 yang baru teridentifikasi :\xe2\x80\xa6,jenazah korban lio air jt610 identitas jenazah lion air jt610 baru identifikasi
neutral,@BANGJAR14680450 @Fadlu0407Fadlu @DivHumas_Polri Saya bayar sama kaya yg tertera di stnk tuh?,bayar sama kaya tera stnk tuh
neutral,"Sblum tambah merepotkan aparat,lebih baik kepolisian @DivHumas_Polri melarang/membatasi kegiatan itu!!! https://t.co/hRR9fI8n6Z",sblum tambah repot baik polisi giat
neutral,@Jhonnymangmail1: @chicohakim @Airin_NZ @DivHumas_Polri Nah itu dia kok bisa Seenaknya ya team mereka maling  cukup mengembalikan  seles\xe2\x80\xa6,nah kok enak team maling cukup kembali
neutral,hoax laporan,hoax lapor
neutral,"@chicohakim: Kalau maling ayam, mengembalikan ayam, juga akan dihentikan proses hukumnya Pak @DivHumas_Polri ? Ini pertanyaan serius...",kalau maling ayam kembali ayam henti proses hukum pak tanya serius
neutral,@KoRnHurry: Tolong Viral kan ! \n\nPemilik akun ini rela di Bui untuk memenggal leher KH.Muwafiq\n\nCc. @DivHumas_Polri @BSSN_RI @bareskrim2\xe2\x80\xa6,viral akun rela bui penggal leher
neutral,@agungputra_LNG: @WajahMuslim17 @HAhmadCharlesS1 Share detail oknum ini mba..semoga bisa dilacak  @DivHumas_Polri,share detail oknum lacak
neutral,@newsjundi: @DivHumas_Polri @haikal_hassan @PolriMultimedia maaf komndan @DivHumas_Polri bukn 40 ribu...tp 10 juta lebih..tanyakn saja k\xe2\x80\xa6,maaf komndan bukn juta
neutral,"@DivHumas_Polri @haikal_hassan @PolriMultimedia Cuman 2 orang ko pak yg hadir,, kok di tambah2in... Banyak lagi nambahinya…",cuman orang ko pak hadir kok tambah2in banyak
neutral,"@DivHumas_Polri @haikal_hassan @PolriMultimedia Mungkin yang dimaksud 40rb peserta itu TNI POLRI,  tapi gak apalah\xe2\x80\xa6 https://t.co/ayLs8cT64U",mungkin maksud serta tni polri
neutral,@Dennysiregar7 @DivHumas_Polri yaelah masih besaran jumlah konser kpop papan atas..yg sekali konser bisa sampe 45K -55K\xf0\x9f\x98\x86,yaelah besar jumlah konser kpop papan sekali konser sampe
neutral,@DivHumas_Polri @haikal_hassan @PolriMultimedia Pakai ilmu statistika terapan dikit napeh..?\nMasa bejibun begitu di\xe2\x80\xa6 https://t.co/ToRKaSS4Eb,pakai ilmu statistika terap dikit bejibun
neutral,@DivHumas_Polri @PolriMultimedia Boleh tau gak metode ataupun teknik penghitungan jumlah orang yang disebutkan?,tau metode atau teknik hitung jumlah orang sebut
neutral,dibahas,bahas
neutral,@sifusiuss @LAPOR1708 @TMCPoldaMetro @DivHumas_Polri @netmediatama Kejadian kapan ya mba?,jadi kapan mba
neutral,RT @humaira979: Si @VeronicaKoman kapan giliran nya pak @DivHumas_Polri ?? https://t.co/kS8huDew6O,rt si kapan gilir nya pak
neutral,@Diezpung1: Ntah Karena Video Sy Soal Bib Bahar.Atau Video Pak @prabowo Soal Ucapn S.A.W Yg  Sy Posting D Group Oposisi Td Dapat Inbox A\xe2\x80\xa6,ntah video sy soal bib video pak soal ucapn sy posting d group oposisi td inbox
neutral,@abdullahhaidir1 Cc @DivHumas_Polri  polri pengayom masyarakat. \n\n#ReuniAkbar212diMonas #ReuniAkbar212,cc polri ayom masyarakat
neutral,"@DivHumas_Polri: Polri Jaga Persatuan dan Kesatuan Bangsa\n\nKapolri, Jenderal Polisi Prof. H. Muhammad Tito Karnavian, Ph.D. Menghadiri A\xe2\x80\xa6",polri jaga satu satu jenderal polisi prof h muhammad tito karnavian hadir
neutral,@DivHumas_Polri @haikal_hassan @PolriMultimedia Allah maha tau...,allah maha tau
neutral,RT @Diezpung1: Ntah Karena Video Sy Soal Bib Bahar.Atau Video Pak @prabowo Soal Ucapn S.A.W Yg  Sy Posting D Group Oposisi Td Dapat Inbox A\xe2\x80\xa6,rt ntah video sy soal bib video pak soal ucapn sy posting d group oposisi td inbox
neutral,"@Patiunus14 @JsRachman @CNNIndonesia @DivHumas_Polri Justru, presidenku tdnya gak mau bw agama ke ranah politik, tp\xe2\x80\xa6 https://t.co/oHdbI2a3OB",justru presiden tdnya mau bw agama ranah politik
neutral,"RT @DivHumas_Polri: Polri Jaga Persatuan dan Kesatuan Bangsa\n\nKapolri, Jenderal Polisi Prof. H. Muhammad Tito Karnavian, Ph.D. Menghadiri A\xe2\x80\xa6",rt polri jaga satu satu jenderal polisi prof h muhammad tito karnavian hadir
neutral,bagaimana menurut @KemenkesRI tentang kesehatan dan keselamatan pada murid2 sekolah dibawah naungan @Kemdikbud_RI\xe2\x80\xa6 https://t.co/CFuQRArBNF,bagaimana sehat selamat murid2 sekolah bawah naung
neutral,RT @MommieZyud: @DivHumas_Polri @PolriMultimedia Bisa di update info progress laporan hoax dari pihak oposisi Min?,rt update info progress lapor hoax pihak oposisi min
neutral,Di dalam hati mereka tersimpan aspirasi serta harapan!! @DivHumas_Polri @HumasMetroJaya @Puspen_TNI @tni_ad\xe2\x80\xa6 https://t.co/1V2h7wmzQq,hati simpan aspirasi
neutral,apakah kamu membagikan #lelucon #kutipan #musik #foto atau #berita #artikel di #Facebook atau #Twitter?,kamu bagi
neutral,Selamat malam #Twitter dan #TheLegionoftheFallen.  5:45am subuh!,selamat malam
neutral,Saya baru saja menyelesasikan lari sejauh 2.66 mi dengan Nike+ GPS. #nikeplus #makeitcount,baru menyelesasikan lari jauh mi gps
neutral,"@riaupubliku21: @KPK_RI @mabespolri_ @DivHumas_Polri DPW PB-LBMN, Supian Susanto: Usut Anak Walikota LUTFI Diduga Otak Pengaturan Proyek\xe2\x80\xa6",dpw supian usut anak walikota lutfi duga otak atur
neutral,@DivHumas_Polri: Selamat Atas Dilantiknya Letnan Jenderal TNI Andika Perkasa Sebagai Kepala Staf TNI Angkatan Darat\n\n#TniPolriSolid #Pol\xe2\x80\xa6,selamat atas lantik letnan jenderal tni andika perkasa kepala staf tni angkat
neutral,Innalilahi Wa Inna ilaihi Raji'un. Benarkah smua ini? @DivHumas_Polri @kompolnas_ri https://t.co/7HSu463TW0,innalilahi wa inna ilaihi benar smua
neutral,"'@hnurwahid @rdhtk SIM itu kan bukti ketrampilan (kompetensi) jd hrs dibatasi waktu penggunaannya, sebab pengendara\xe2\x80\xa6 https://t.co/wQnZUjpsBu",sim bukti ketrampilan jd hrs batas waktu guna
negative,Hari yang mengecewakan. Menghadiri pameran mobil untuk mencari pendanaan  harganya malah lebih mahal,hari kecewa hadir pamer mobil cari dana harga malah lebih mahal
negative,Tidak ada lagi bom mobil Irish dengan orang Australia yang bisa minum seperti rockstars... kepala saya sakit.,bom mobil irish orang australia minum rockstars kepala sakit
negative,Baru saja terluka. Tangan ku sakit,baru luka tangan ku sakit
negative,"@ferisurya15 @JsRachman @CNNIndonesia @DivHumas_Polri gk usah ngeles, kenyataannya skrg?",usah ngeles nyata skrg
negative,@INTANHambaAllah @jokowi @DivHumas_Polri @fadlizon Yg menghina prabowo asu dianggap suatu yg egaliter.tunggu saja s\xe2\x80\xa6 https://t.co/75QZ7tGFNf,hina prabowo asu anggap suatu
negative,@AnakLolina @DivHumas_Polri Macan betul aja Tuhannya bisa diajak negosiasi hadeeh..\nAhli taurat dan imam farisi sel\xe2\x80\xa6 https://t.co/CoRS19wnjT,macan betul aja tuhan ajak negosiasi taurat imam farisi
negative,@Semut_Ibrahim_ Coba hub @DivHumas_Polri barangkali butuh sewa @GPAnsor_Satu buat ngadepin mereka,coba hub barangkali butuh sewa buat ngadepin
negative,Hoax lagi...hoax lagi...,hoax
negative,Terdeteksi Namanya  sisca rumondor. Suaminya alex rumondor. Non muslim. Nyaru pake jilbab \nex SMA 37 Jkt angk 86. Fikom Unpad\xe2\x80\xa6,deteksi nama sisca rumondor suami alex rumondor non muslim nyaru pake jilbab sma jkt angk fikom
negative,@DivHumas_Polri @BareskrimPolri @LembagaF @anna_suezann Astaghfirlloh ini orang dibayar berapa\xe2\x80\xa6,astaghfirlloh orang bayar
negative,b'RT @duhmnas3: Terdeteksi Namanya  sisca rumondor. Suaminya alex rumondor. Non muslim. Nyaru pake jilbab \nex SMA 37 Jkt angk 86. Fikom Unpad\xe2\x80\xa6',deteksi nama sisca rumondor suami alex rumondor non muslim nyaru pake jilbab sma jkt angk fikom
negative,b'@DivHumas_Polri yang bener yang mana pak? Kalo dua tahun kemaren jutaan sekarang puluhan ribu? https://t.co/mfCAMetIGj',bener mana pak kalo tahun kemaren juta sekarang puluh ribu
negative,@CLB_IDF @DivHumas_Polri Iyain aja drpd di katakan mau makar,iyain aja drpd kata mau makar
negative,@amrullah_sk: Sebar dan VIRAL kan\n\nKAPITRA  bilang  Jamaah  Reuni 212  dapat  uang saku 100 ribu per kepala\n\ngemes  bener  sama manusia\xe2\x80\xa6,sebar viral bilang jamaah reuni uang saku ribu per bener sama
negative,@EL_Atheos @DivHumas_Polri @PolresBekasi @pemkotbekasi @ridwankamil Hanya satu gerombolan yg suka bikin onar,satu gerombol suka bikin onar
negative,@MCAOps wiwiwiiiwii..diem2 bae.. @jokowi  @DivHumas_Polri sama saja..mana hukum yg adil tuh?\ndi bayar berapa polda\xe2\x80\xa6 https://t.co/HjX2oxV51U,bae sama hukum adil bayar berapa
negative,@DivHumas_Polri @haikal_hassan @PolriMultimedia Hoax lagi...hoax lagi...,hoax
negative,"Alhamdulillah! \nTpi kayaknya pesimis responnya aparat, min \xf0\x9f\x98\x89\n@AntoniRaja @DivHumas_Polri https://t.co/0fr4bJyIXY",kayak pesimis responnya aparat min
negative,"Ini penistaan agama sesungguhnya, mohon ditindak sesuai hukum yang berlaku yaaa\xf0\x9f\x99\x8f\n@bareskrim2018 \n@BareskrimPolri\xe2\x80\xa6 https://t.co/7FTB3ZTfSk",nista agama sungguh mohon tindak sesuai hukum laku
negative,@duhmnas3 @SukaBasaBasi @DivHumas_Polri @BareskrimPolri @LembagaF @anna_suezann Kecebong betina,kecebong betina
negative,"RT @akhmadd82: @DivHumas_Polri @haikal_hassan @PolriMultimedia gimana sih jumlah pengamanan 50 rb, peserta 40 rb, ahhhh saya tau pasti apar\xe2\x80\xa6",rt gimana sih jumlah aman rb serta rb ahh tau
negative,Demo jalan wanaherang (marcedes benz) gunung putri kab bogor. Bupati sama kepala desanya korupsi siap siap digantun\xe2\x80\xa6 https://t.co/LBk7NPBMGb,demo jalan wanaherang gunung putri kab bogor bupati sama kepala desa korupsi siap siap
negative,@Dennysiregar7: Ah @DivHumas_Polri gimana sih ? Jangan menghancurkan angan2 mereka dong. Itu kayak dibanting rasanya.. https://t.co/jo0n\xe2\x80\xa6,ah gimana sih jangan hancur angan2 dong kayak banting rasa
negative,@Minang_cyber @bara_pas Orang ini telah menjual agama Islam padahal dia non muslim.  Dengan menyamar menjadi seoran\xe2\x80\xa6 https://t.co/WkpMWOEeOe,orang jual agama islam padahal non muslim samar jadi
negative,@Ardhan_syahil: Bahar habib geblek ini malah menantang @DivHumas_Polri tolong ditindak lanjuti orang ini dan tegakan hukum pada siapa sa\xe2\x80\xa6,bahar habib geblek malah tantang tindak lanjut orang tega hukum siapa
negative,@Biawak_Buas: Kesabaran pak jokowi ada batasnya dia merasa kesal sama orng orng yang selama ini menuduh nya pki bahkan ingin sekali mena\xe2\x80\xa6,sabar pak jokowi batas rasa kesal sama orng orng lama tuduh nya pki bahkan sekali
positive,@DivHumas_Polri: Polri Peduli Pendidikan Hingga Tanah Papua\n\n\xe2\x80\x9cPolisi Pi Ajar\xe2\x80\x9d Satgas Binmas Noken di Timika Papua\n\nDi Lapangan Gereja Di\xe2\x80\xa6,polri peduli didik hingga tanah pi satgas binmas noken timika lapang gereja
negative,@PipitBdg02 @Ghoz4ly @DivHumas_Polri Kaga mau klo cm materai 6000,kaga mau klo cm materai
neutral,Apakah ini termasuk sebagai ujaran kebencian? @DivHumas_Polri #KoalisiPraBohong #KoalisiOtoriter #2019PilihJokowi\xe2\x80\xa6 https://t.co/V1Jw5fYJZa,masuk ujar benci
neutral,"Masih ada yang begini, cc @ojkindonesia @DivHumas_Polri @RESKRIMPOLRI\n\nhttps://t.co/Bp0P78Z21y",begini cc
neutral,@Bram_Bank007 @Ghoz4ly Biar @DivHumas_Polri Yang Menangani,biar tangan
negative,@FRONTBELAISLAM @DivHumas_Polri Kasihan polisi rezim jkw tak berdaya tegakkan hukum scr adil. Kubu petahana spt pik\xe2\x80\xa6 https://t.co/uO40VHcPUC,kasihan polisi rezim jkw daya tegak hukum scr adil kubu tahana spt
neutral,@DivHumas_Polri https://t.co/PvMyTqpt9o\n\nSelisih 25 ribu rupiah ini masuk dalam biaya apa ? \xf0\x9f\xa4\x94,ribu rupiah masuk biaya apa
negative,@KoRnHurry: _SUGIK NUR TERSANGKA_\nhttps://t.co/23d6Gtf8Uh\n\nOrang ini menuduh 3 Pihak dibalik itu :\n\n1. BANSER \n\n2. Rezim @jokowi Berhian\xe2\x80\xa6,nur tuduh pihak balik banser rezim
neutral,@KoRnHurry @jokowi @DivHumas_Polri @wiranto1947 @ruhutsitompul @GunRomli Dia dedengkot @PKSejahtera HTI,dedengkot hti
neutral,@FRONTBELAISLAM @trisnahermana @DivHumas_Polri Astaghfirullah. Pakaiannya model Presiden Palestina almarhum Yasser\xe2\x80\xa6 https://t.co/kKzrLHy6AK,astaghfirullah pakai model presiden palestina almarhum
neutral,@DivHumas_Polri: Bhakti Kesehatan Polri di Kampung Arab Manado\n\n#PolriPromoter #PolriHumanis #ThinkBeforePosting @PolriMultimedia https:\xe2\x80\xa6,bhakti sehat polri kampung arab
negative,@P3nj3l4j4h @CCICPolri @DivHumas_Polri Yang biasa memainkannya sara itu yg gerombolan kampret genderuWO,biasa main sara gerombol kampret genderuwo
negative,@EL_Atheos: Terjadi tindak kriminal berupa penganiayaan terhadap 2 orang Waria di Jatiasih - Bekasi. Tindakan biadab atas nama agama ser\xe2\x80\xa6,jadi tindak kriminal upa aniaya orang waria jatiasih bekas tindak biadab atas nama agama
negative,@DivHumas_Polri @HumasMetroJaya @CCICPolri @PolriMultimedia @tribratanews @BareskrimPolri \n\nAkun yg fitnah HRS\xe2\x80\xa6 https://t.co/uyGzpMmSxA,fitnah
positive,Mari kita ringankan pekerjaan pak Jokowi dgn melaporkan para pemfitnah ke @DivHumas_Polri supaya mereka bisa mempro\xe2\x80\xa6 https://t.co/YZzooxc4d6,ringan kerja pak jokowi lapor fitnah
neutral,"@Airin_NZ: Baru mentersangkakan kawan dekat Prabowo saja, Mapolres sudah kebanjiran karangan bunga.\n\nKebayang gk jika nanti, @DivHumas_P\xe2\x80\xa6",baru sangka kawan dekat prabowo mapolres banjir karang
neutral,@P3nj3l4j4h: \xf0\x9f\x91\x8d good job @CCICPolri @DivHumas_Polri \n\nMasih berani sebar hoax? \xf0\x9f\xa4\xa7\n\nhttps://t.co/D3AwdZMGMU,good job berani sebar hoax
negative,@DivHumas_Polri @PolriMultimedia Typo janban ** mungkin jangan y min ?,typo janban mungkin jangan y min
negative,"@AdhiIbnuAli: Gimana nih @DivHumas_Polri begitu cepat kerja anda untuk orang2 yg bersebrangan,  sementara kasus seperti si Ade Armando,\xe2\x80\xa6",gimana nih cepat kerja orang2 bersebrangan kasus si ade
neutral,Nih Pak @DivHumas_Polri Kira2 Bang @Dahnilanzar mau diperiksa lagi?  Pak Imam Nahrowi bilang kegiatan itu tak ada y\xe2\x80\xa6 https://t.co/gkOyj7Dgva,nih pak kira2 bang mau periksa pak imam nahrowi bilang giat
negative,@yusuf_dumdum @DivHumas_Polri Dasar kaum kemenyan kebanyakn mitos,dasar kaum kemenyan kebanyakn mitos
positive,@PolresJayapura @tribratanews @HmsPoldaPapua @DivHumas_Polri Mantap,mantap
neutral,@agungwirawan100: Ayo viralkan..\nBiar dia jd Artis Prodeo\xf0\x9f\x98\x82\n@DivHumas_Polri https://t.co/ksC7l56n9e,ayo jd artis
negative,@Biewidd: @LingWinata81 @DivHumas_Polri @RTMCPoldaJateng @bawaslu_RI @bawaslu_jateng @jokowi @Gerindra Tenggelam kan caleg seperti ini..\xe2\x80\xa6,tenggelam caleg
neutral,Giat bapak Kapolda NTB di Sat Brimob Polda NTB sebagai narasumber pada latihan pemantapan nilai -nilai wawasan keba\xe2\x80\xa6 https://t.co/NsKHpAZAyK,giat bapak kapolda ntb sat brimob polda ntb narasumber latih mantap nilai wawas
negative,"RT @mdariusdah: Selamat Pagi Pak @DivHumas_Polri ...\nTolong jangan berat sebelah jika bertindak...\nBerlakulah  yg Adil, maka Penduduk Indon\xe2\x80\xa6",rt selamat pagi pak jangan berat belah adil duduk
positive,"@MusfarB: Alhamdulilah brkat bntuan Rekan2,bwa mrka br2 sdh plg krmh msing2,sy mngucapkan byk2 trimakasih kpda yg trlibat utk kplgn mrka\xe2\x80\xa6",alhamdulilah brkat bntuan mrka br2 sdh plg krmh mngucapkan byk2 trimakasih kpda trlibat utk kplgn
negative,@Airin_NZ @DivHumas_Polri karena mereka takut ama kelompok mereka(zonk and the geng),takut ama kelompok and the
negative,@maspiyuuu Pakde yg ada di @DivHumas_Polri baca noh! Ga malu apa orang salah di biarin kabur ? Org ga salah malah d\xe2\x80\xa6 https://t.co/WJfwv9hwdJ,pakde baca ga malu apa orang salah biarin kabur org ga salah malah
negative,Pembantaian Papua adalah Terorisme\n\n@jokowi @prabowo @BIN_Official @PolhukamRI @wiranto1947 @Kemhan_RI @ryamizard_r\xe2\x80\xa6 https://t.co/WD9p28tk9Z,bantai papua
negative,@MahesaTiwi: Wah bani kampret makin kurang ajar ini melakukan penghinaan. Viralkan gaes biar pelakunya ketangkap! Cyduk pak ga pake lemo\xe2\x80\xa6,wah bani kampret makin kurang ajar laku hina viralkan gaes biar laku cyduk pak ga pake
negative,@alfrendoasis: Apa yang di maksud orang tsb? Kalo anda mau perang bilang aja. Astaga kibarkan bendera tauhid = perang ! Viralkan orang t\xe2\x80\xa6,apa maksud orang tsb kalo mau perang bilang aja astaga kibar bendera tauhid perang viralkan orang
negative,"@Airin_NZ: Saya terkadang bingung dgn @DivHumas_Polri kenapa soal kasus Ahok begitu cepat..\n\nTapi soal kasus Ratna Sarumpaet, Buni Yani,\xe2\x80\xa6",terkadang bingung soal kasus ahok soal kasus ratna sarumpaet buni
neutral,@DivHumas_Polri: Kapolda Jatim Hadiri Maulid Nabi Muhammad di Kodam V Brawijaya\n\n#PolriPromoter #PolriHumanis @PolriMultimedia https://t\xe2\x80\xa6,kapolda jatim hadir maulid nabi muhammad kodam v
negative,"@FaGtng: Ini Biadab !!!\nWajah pas - pasan , beraninya menghina, mengejek dan memfitnah Presiden RI.\n\nSaya mohon dengan 10 jari tersusun\xf0\x9f\x99\x8f\xe2\x80\xa6",biadab pas pas berani hina ejek fitnah presiden mohon jari
negative,@NurSyahbana9: Kenapa Nahdhatul ulama terus menerus di fitnah? Supaya  NKRI rapuh dan hancur\n\nKarena Nahdhatul ulama adalah salah satu d\xe2\x80\xa6,nahdhatul ulama terus terus fitnah nkri rapuh nahdhatul ulama salah satu
negative,"@haikal_hassan Dihina dan dicemooh dunia bernalar normal karena 212 membawa konotasi permusuhan, teror dan polituk\xe2\x80\xa6 https://t.co/etjrDN7AtH",hina cemooh dunia nalar normal bawa konotasi musuh teror
positive,@DivHumas_Polri: Pemuda Milenial Anti Hoax\n\nMari Kita Wujudkan Pileg dan Pilpres 2019 Aman Damai dan Sejuk\n\n#PolriPromoter #PolriHumanis\xe2\x80\xa6,pemuda milenial anti wujud pileg pilpres aman damai
positive,Ketua DPR @DPR_RI @bambangsoesatyo Minta TNI @Puspen_TNI dan Polri  @DivHumas_Polri Tumpas OPM Sampai Akar-Akarnya\xe2\x80\xa6 https://t.co/xvosKNJHIb,ketua dpr minta tni polri tumpas opm
neutral,RT @DivHumas_Polri: Bukit Parang Endong merupakan Wisata Jogja yang menyuguhkan wisata sunset dari sebuah bukit yang lokasinya di sebelah t\xe2\x80\xa6',rt bukit parang endong rupa wisata jogja suguh wisata sunset buah bukit lokasi belah
negative,@AndiArief__ Memang kita akan diam bro @SBYudhoyono ada pemberontakan yg di motori dan di panas panasi oleh\xe2\x80\xa6 https://t.co/FbsZSwHsXM',memang diam bro ronta motor panas panas
negative,@fransiscusario @ybudi55 @ezzyrehym @ARYA_DIM45_ @WahhabiCC @DivHumas_Polri Di alam gaib\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',alam
positive,RT @DivHumas_Polri: Mamberikan Edukasi Tertib Berlalu Lintas Kepada Masyarakat\n\n#PolriPromoter #PolriHumanis @PolriMultimedia https://t.co/\xe2\x80\xa6',rt mamberikan edukasi tertib lalu lintas
negative,Apa yang di maksud orang tsb? Kalo anda mau perang bilang aja. Astaga kibarkan bendera tauhid = perang ! Viralkan o\xe2\x80\xa6 https://t.co/dcWjxYcV62',apa maksud orang tsb kalo mau perang bilang aja astaga kibar bendera tauhid perang viralkan
neutral,RT @PolriMultimedia: Selamat Pagi Sobat Polri\n\n#PolriPromoter \n#PolriHumanis #ThinkBeforePosting @DivHumas_Polri https://t.co/p28w8tBSmm',rt selamat pagi sobat
positive,RT @DivHumas_Polri: Polri : Reuni 212 Berjalan Kondusif\n\n#PolriPromoter #PolriHumanis @PolriMultimedia https://t.co/dxWUJk96g5',rt polri reuni jalan
positive,RT @PolriMultimedia: Jaga Rambu - Rambu Lalu Lintas Dijalan Yaa Sobat Polri\n\n-Keselamatan Untuk Kemanusiaan-\n\n#PolriPromoter \n#PolriHumanis\xe2\x80\xa6',rt jaga rambu rambu lalu lintas jalan yaa sobat
positive,RT @PolriMultimedia: Tanamkan Tertib Berlalu Lintas Sejak Usia Dini\n\n-Polisi Sahabat Anak-\n\n#PolriPromoter \n#PolriHumanis #ThinkBeforePosti\xe2\x80\xa6',rt tanam tertib lalu lintas sejak usia sahabat
