,text,cleanTweet,emotion,Dominant_Topic,Perc_Contribution,Topic_Keywords
30,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#komedi #komikindo #bilibilicomics #komiket\n\nhttps://t.co/bvnufWYS7F https://t.co/dYrZWxKiIw',aku sabar tunggu apa jadi klik taut bawah gabung,2,6,0.551,"jadi, apa, aku, bawah, sabar, gabung, tunggu, klik, taut, tayang"
31,b'Awek insecure vs kerajaan insecure.\n\nHAHAH. Sehari tak buat lawak tak sah Menteri KOMEDI @fahmi_fadzil kita ni.\n\n#KerajaanKartun #MenteriBadut #FunnySMS https://t.co/G5qGIK3ryn',awek insecure vs raja hari buat lawak sah menteri komedi,2,11,0.5149,"komedi, dapet, masa, nih, politik, bang, ahy, paling, film, lah"
32,b'Egi poros komedi Indonesia \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/DwZlMqqEXw',egi poros komedi indonesia,2,11,0.1736,"komedi, dapet, masa, nih, politik, bang, ahy, paling, film, lah"
33,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#komedi #Bahasaindonesia #Indonesia #komiklucu\n\nhttps://t.co/qEdQAPmbHd https://t.co/woH8DiqChs',aku sabar tunggu apa jadi klik taut bawah gabung,2,6,0.551,"jadi, apa, aku, bawah, sabar, gabung, tunggu, klik, taut, tayang"
34,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#komikindo #komikindonesia #komedi #bilibilicomics\n\nhttps://t.co/ZqFsNMy4ji https://t.co/hfuBboLFj8',aku sabar tunggu apa jadi klik taut bawah gabung,2,6,0.551,"jadi, apa, aku, bawah, sabar, gabung, tunggu, klik, taut, tayang"
35,b'Komik yang luar biasa ini harus mendapat perhatian lebih!\n \n#komikindo #manhua #komedi #komik\n\nhttps://t.co/CiFKoOpYZm https://t.co/oYoCI968K3',komik luar biasa dapat perhati,2,7,0.4134,"biasa, dapat, komik, luar, perhati, bener, nder, orang, komedi, hahaha"
36,"b""Sajikan Investigasi Komedi, Yong Hwa CNBLUE dan Cha Tae Hyun Terlibat Kerja Sama di Drama 'Brain Cooperation' https://t.co/31wVetCIln""",investigasi komedi yong hwa cnblue cha tae hyun libat kerja sama drama brain cooperation,2,3,0.2768,"komedi, drama, sama, tragedi, romance, cinta, satu, kisah, main, sekali"
37,b'@narumiaaaaaa puncak komedi emang',puncak komedi emang,2,18,0.1963,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
38,"b'RT @AgustinLivy: Saran film netflix yang cocok di tonton untuk malam jumat dong ? \nfilm action, horor, komedi atau anime juga boleh..\n\nkalo\xe2\x80\xa6'",saran film netflix cocok tonton malam jumat dong action horor komedi anime,2,17,0.2964,"film, komedi, nya, buat, seru, tonton, kak, action, pertama, banyak"
39,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#komiklokalindonesia #komedi #komikharian #artidn\n\nhttps://t.co/MYKPOhb5yB https://t.co/7MSS5hjzE8',aku sabar tunggu apa jadi klik taut bawah gabung,2,6,0.551,"jadi, apa, aku, bawah, sabar, gabung, tunggu, klik, taut, tayang"
40,b'RT @moviemenfes: Ini sebenernya mvs erotis atau komedi sih? \xf0\x9f\x98\xad https://t.co/dqpeMZhW9Y',sebenernya mvs erotis komedi sih,1,10,0.3651,"komedi, banget, kalo, lucu, hari, lu, soal, si, up, bgt"
41,b'wo wo knp hidup lu kadang penuh komedi sih \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/fEzv10qCXU',wo wo knp hidup lu kadang penuh komedi sih,1,19,0.155,"komedi, sih, dah, bikin, sampe, kek, baru, deh, duit, sama"
42,"b'Putri, Tolong Menjauh Dariku! benar-benar komik yang istimewa! Sampai terus terpikirkan!\n \n#komiklokal #komedi #komikindo #komik\n\nhttps://t.co/ORSKNjgktH https://t.co/vXBQm1i4fM'",putri jauh komik terus,2,15,0.1935,"penuh, komik, terus, jalan, naik, asa, bawa, turun, dunia, pukau"
43,b'Sedang berada di puncak komedi \xf0\x9f\xa5\xb9',sedang ada puncak komedi,2,18,0.1774,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
44,b'Cerita Lucu ala Papua (MOB Papua) - Dispenser #shorts #papua #jokes https://t.co/OU6PRAWell via @YouTube \n\n#shorts \n#shortsyoutube \n#jokes \n#papua \n#papuabarat \n#papuaindonesia \n#humor \n#lucu \n#komedi \n#videolucu \n#videolucuterbaru',cerita lucu ala papua dispenser via,2,6,0.3109,"jadi, apa, aku, bawah, sabar, gabung, tunggu, klik, taut, tayang"
45,b'@CNNIndonesia Jangan sombong',jangan sombong,1,14,0.1545,"ga, komedi, kaya, ku, isi, gitu, tuh, wkwkwkwk, sih, kek"
46,b'RT @RMalanjum: Wahhhh pandai lah Menteri KOMEDI kita.\n\nHang lagi terang guna duit rakyat sebar propaganda. Dah tak tapis langsung. \n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nha\xe2\x80\xa6',wahh pandai lah menteri komedi terang duit rakyat sebar propaganda dah tapis langsung,2,19,0.6233,"komedi, sih, dah, bikin, sampe, kek, baru, deh, duit, sama"
47,b'Jalan cerita Sejak Kapan Aku Jadi Tak Terkalahkan membawa perasaan naik turun. Komik yang memukau dan penuh kejutan!\n \n#komikstrip #komiklucu #komedi #komiker\n\nhttps://t.co/LRVgfrfo7a https://t.co/bnthnN20aM',jalan cerita sejak kapan aku jadi kalah bawa asa naik turun komik pukau penuh,1,15,0.4558,"penuh, komik, terus, jalan, naik, asa, bawa, turun, dunia, pukau"
48,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#manhua #artidn #komikindo #komedi\n\nhttps://t.co/WqyxUTQfq5 https://t.co/av7Xpj1Y4A',aku sabar tunggu apa jadi klik taut bawah gabung,2,6,0.551,"jadi, apa, aku, bawah, sabar, gabung, tunggu, klik, taut, tayang"
49,b'@tanyakanrl Komedi awal tahun aowkwk',komedi awal tahun aowkwk,2,18,0.2998,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
50,b'@ssskkrrrttttt Komedi putar wkwk',komedi putar wkwk,1,18,0.201,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
51,"b'Jika hidup adalah komedi bagi yang berpikir, tragedi bagi yang merasa, maka hidup adalah kemenangan bagi yang percaya.'",hidup komedi pikir tragedi rasa hidup menang percaya,2,12,0.2122,"gue, kamu, cerita, percaya, candu, baca, manga, ecek, pikir, au"
52,b'@elcolmandant61 komedi ligi',komedi ligi,2,11,0.182,"komedi, dapet, masa, nih, politik, bang, ahy, paling, film, lah"
53,b'@kissmarkli @tanyakanrl mengubah tragedi menjadi komedi',ubah tragedi jadi komedi,1,3,0.136,"komedi, drama, sama, tragedi, romance, cinta, satu, kisah, main, sekali"
54,b'Mogok Nikah benar-benar komik yang istimewa! Sampai terus terpikirkan!\n \n#Indonesia #komikislam #artidn #komedi\n\nhttps://t.co/AuX6su2wL6 https://t.co/6XUIVL46Re',mogok nikah komik terus,2,15,0.3051,"penuh, komik, terus, jalan, naik, asa, bawa, turun, dunia, pukau"
55,b'Puncak komedi wkwkwkw \xf0\x9f\x98\x82 niat hati cuma mau baca aja. Tapi gak tahan pengen qrt \xf0\x9f\xa4\xa3 https://t.co/SCh6S198fj',puncak komedi wkwkwkw niat hati cuma mau baca aja tahan ken qrt,2,17,0.4807,"film, komedi, nya, buat, seru, tonton, kak, action, pertama, banyak"
56,b'Sentuh Duniamu benar-benar komik yang istimewa! Sampai terus terpikirkan!\n \n#komikinajah #manhwa #komedi #comic\n\nhttps://t.co/ePrYwJGz9P https://t.co/W0pEV9LOEV',sentuh dunia komik terus,2,15,0.2792,"penuh, komik, terus, jalan, naik, asa, bawa, turun, dunia, pukau"
57,b'Aku sudah membaca manga ini berkali-kali! Kamu harus mengeceknya juga!\n \n#comics #komikstrip #komikindo #komedi\n\nhttps://t.co/01MVnSwXaW https://t.co/tpo63OmebN',aku baca manga kamu ecek,2,12,0.3854,"gue, kamu, cerita, percaya, candu, baca, manga, ecek, pikir, au"
58,"b'Yup! Komedi tuh healing paling mudah disaat galau or sedih dan tentunya gratis, cuman nonton atau dengerin auto tertawa hidup pun senang xixii https://t.co/Ip4Y24byn3'",komedi tuh healing paling mudah saat galau or sedih tentu gratis cuman nonton dengerin auto tertawa hidup senang xixii,2,18,0.3487,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
59,b'Aku suka gaya gambar Apartemen Para Aktor Terbaik! Bagus banget! Desain karakternya juga hebat! Pantas untuk direkomendasikan!\n \n#manhwa #komedi #Komikus #komikislam\n\nhttps://t.co/DieBdw8NDI https://t.co/yks80EBtaJ',aku suka gaya gambar apartemen aktor bagus desain karakter pantas,2,9,0.5222,"suka, bagus, karakter, aku, gaya, desain, pantas, gambar, salah, km"
60,b'Anime ini sangat layak untuk dibaca! Ayo periksa!\n \n#artidn #komikstrip #komedi #comics\n\nhttps://t.co/CQsNVoPRBW https://t.co/PcdO9Q0W7b',anime sangat layak ayo,2,1,0.3667,"nonton, anime, sangat, ayo, layak, komedi, biar, mau, one, cuma"
61,b'Percayalah padaku! Kamu akan kecanduan cerita ini!\n \n#comics #komikindo #komedi #bilibilicomics\n\nhttps://t.co/IDy2dqOu62 https://t.co/UBwMFzuEYr',percaya kamu candu cerita,1,12,0.3659,"gue, kamu, cerita, percaya, candu, baca, manga, ecek, pikir, au"
62,b'@ssskkrrrttttt Gini amat puncak komedi',gin puncak komedi,2,18,0.2016,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
63,b'Percayalah padaku! Kamu akan kecanduan cerita ini!\n \n#komedi #komikindo #komiker #komikharian\n\nhttps://t.co/1gdE1tjqaM https://t.co/jOYcZMDt8c',percaya kamu candu cerita,1,12,0.3659,"gue, kamu, cerita, percaya, candu, baca, manga, ecek, pikir, au"
64,b'Manhwa ini luar biasa! Aku selalu ketagihan!\n \n#komik #komikindo #komiker #komedi\n\nhttps://t.co/cOVzcGSmXx https://t.co/wCzPUWpT0J',manhwa luar aku selalu,1,5,0.3608,"aku, selalu, manhwa, luar, banyak, ngakak, komedi, ni, terlalu, org"
65,b'Aku sudah membaca manga ini berkali-kali! Kamu harus mengeceknya juga!\n \n#komikindonesia #komikislam #komedi #Komikus\n\nhttps://t.co/vPqNnZlzga https://t.co/83jNiUpNCg',aku baca manga kamu ecek,2,12,0.3853,"gue, kamu, cerita, percaya, candu, baca, manga, ecek, pikir, au"
66,b'Perpustakaan Surga benar-benar komik yang istimewa! Sampai terus terpikirkan!\n \n#komedi #komikindo #manhua #indiecomics\n\nhttps://t.co/VBr2A3sS1H https://t.co/Bs9t3TIxkJ',pustaka surga komik terus,2,15,0.3642,"penuh, komik, terus, jalan, naik, asa, bawa, turun, dunia, pukau"
67,"b'RT @mrkklvc: selamat pagi puncak komedi wkwkwkk.\noh god, msh awal taun\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb https://t.co/Ue6cCjxtGB'",selamat pagi puncak komedi god msh awal,2,18,0.2304,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
68,b'Alhamdulillah maguire tidak komedi..',alhamdulillah maguire komedi,2,11,0.182,"komedi, dapet, masa, nih, politik, bang, ahy, paling, film, lah"
69,b'@AjengPr81469249 Komedi putar \xf0\x9f\xa4\xa3',komedi putar,0,18,0.228,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
70,b'Aku suka gaya gambar Perpustakaan Surga! Bagus banget! Desain karakternya juga hebat! Pantas untuk direkomendasikan!\n \n#komedi #artidn #bilibilicomics #indiecomics\n\nhttps://t.co/sgg6w2yPwo https://t.co/Ofof1U8JWa',aku suka gaya gambar pustaka bagus desain karakter pantas,2,9,0.4915,"suka, bagus, karakter, aku, gaya, desain, pantas, gambar, salah, km"
71,b'kinerja wasitnya full komedi + tolol https://t.co/K5nBApBx0s',kerja wasit full komedi tolol,2,13,0.1383,"komedi, genre, emang, wkwkwk, kayak, nonton, sih, dong, horor, ketawa"
72,b'@tele1comtr \xf0\x9f\x98\x82 \xf0\x9f\x98\x82 \xf0\x9f\x98\x82 \xf0\x9f\x98\x82 Komedi adam',komedi adam,1,18,0.1235,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
73,b'komedi ligi \xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85 https://t.co/piMMMLK7VA',komedi ligi,2,11,0.1808,"komedi, dapet, masa, nih, politik, bang, ahy, paling, film, lah"
74,"b'@seokjinjuseyyo baru juga tayang ni episode udah lucu aja, beneran baskara genre komedi thriller ajg hahahhahahhahahahaha capek bgt ini lucu abis aswww\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\xa4\xa3'",baru tayang ni episode udah lucu aja beneran baskara genre komedi thriller ajg hahahhahahhahahahaha capek bgt lucu abis,2,13,0.1519,"komedi, genre, emang, wkwkwk, kayak, nonton, sih, dong, horor, ketawa"
75,b'Percayalah padaku! Kamu akan kecanduan cerita ini!\n \n#bilibilicomics #komedi #Komikus #komikindonesia\n\nhttps://t.co/An7X1XJbtT https://t.co/Zcdh5XgzUT',percaya kamu candu cerita,1,12,0.3659,"gue, kamu, cerita, percaya, candu, baca, manga, ecek, pikir, au"
76,b'Lu yang bubarin GFRIEND lu juga yang gamon puncak komedi sekali agensi satu ini. https://t.co/zf0bMK2qd7',lu bubarin gfriend lu gamon puncak komedi sekali agens satu,2,10,0.2708,"komedi, banget, kalo, lucu, hari, lu, soal, si, up, bgt"
77,b'Manhwa ini luar biasa! Aku selalu ketagihan!\n \n#comics #komedi #komikislam #komikstrip\n\nhttps://t.co/iTk1cG462H https://t.co/YugQEOpisH',manhwa luar aku selalu,1,5,0.3608,"aku, selalu, manhwa, luar, banyak, ngakak, komedi, ni, terlalu, org"
78,"b'Udahlah ca, hidup lu emang ditakdirin buat jadi babu/robotnya mereka. Harus tunduk dan lu gaboleh sekalipun protes, meskipun kali ini lu yang bener.\nHidup gue komedi banget dah, capek anjir.. baru juga 4 hari di 2023, dibikin sedih mulu.'",udahlah ca hidup lu emang ditakdirin buat jadi tunduk lu gaboleh sekalipun protes meski kali lu gue komedi banget dah capek anjir baru hari bikin sedih mulu,2,10,0.2446,"komedi, banget, kalo, lucu, hari, lu, soal, si, up, bgt"
79,"b'Komedi tahun ini yang didapat dari haters hiyyih wkwkwk, tolong dong setarain sama bukti nya Kaka sebelum ngebacot\xe2\x98\xba\xef\xb8\x8f\xf0\x9f\xa4\x98 https://t.co/DSgRqONhe9'",komedi tahun dapat haters hiyyih wkwkwk dong setarain sama bukti nya kaka,2,13,0.1467,"komedi, genre, emang, wkwkwk, kayak, nonton, sih, dong, horor, ketawa"
80,b'Bertahun-Tahun Pencarian Kehormatan benar-benar komik yang istimewa! Sampai terus terpikirkan!\n \n#komedi #komiker #komikislam #komikharian\n\nhttps://t.co/RHqjzwioeU https://t.co/qSNWnCiXai',cari hormat komik terus,2,15,0.2111,"penuh, komik, terus, jalan, naik, asa, bawa, turun, dunia, pukau"
81,b'komedi bgt kalo baru round of 32 udah adu penalty \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/g6trkPalbR',komedi bgt kalo baru round of udah adu penalty,2,10,0.1748,"komedi, banget, kalo, lucu, hari, lu, soal, si, up, bgt"
82,"b'@tanyarlfes Kakaku mau kepala 3 masih minta uang ke mamaku buat beli hp gadimarahin aku yg apa\xc2\xb2 beli sendiri pake uang sendiri gak pernah minta sampe 50k pun msh sering di marahin, keluarga lengkap tp msh merasa sendiri keluargaku lucu kek standup komedi njir'",kakaku mau kepala minta uang mama buat beli hp gadimarahin aku beli sendiri pake uang sendiri pernah minta sampe msh sering marahin keluarga lengkap tp msh rasa sendiri keluarga lucu kek standup komedi njir,2,19,0.7581,"komedi, sih, dah, bikin, sampe, kek, baru, deh, duit, sama"
83,"b'Dunia adalah komedi bagi mereka yg memikirkannya, atau tragedi bagi mereka yg merasakannya.(Harace Walpole)'",dunia komedi pikir tragedi,2,3,0.137,"komedi, drama, sama, tragedi, romance, cinta, satu, kisah, main, sekali"
84,"b'Starting lapis dua, main di Copa del Rey lawan tim divisi 4. Full komedi'",starting lapis main copa del rey lawan tim divisi full komedi,2,14,0.5883,"ga, komedi, kaya, ku, isi, gitu, tuh, wkwkwkwk, sih, kek"
85,b'komedi subuh https://t.co/YWqUKZUxHb',komedi subuh,2,18,0.1236,"komedi, puncak, hidup, awal, tahun, putar, siapa, tertawa, cuman, gw"
86,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#komikislam #komedi #Bahasaindonesia #dagelan\n\nhttps://t.co/opm1S3e15Z https://t.co/l4euR3eF6r',aku sabar tunggu apa jadi klik taut bawah gabung,2,6,0.551,"jadi, apa, aku, bawah, sabar, gabung, tunggu, klik, taut, tayang"
87,b'Komik yang luar biasa ini harus mendapat perhatian lebih!\n\n#komiker #komedi #indiecomics #komikislam\n https://t.co/NBfSBWoDXj https://t.co/xrKjfMnjbm',komik luar biasa dapat perhati,2,7,0.4134,"biasa, dapat, komik, luar, perhati, bener, nder, orang, komedi, hahaha"
88,"b'Luar biasa. Kalo disandingin sama 4mies, diundang jadi narasumber diTV, seluruh dunia pasti akan melihat Standup komedi tp sambil duduk. Kkkkk... \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/OCKKDXn8U9'",luar biasa kalo disandingin sama undang jadi narasumber ditv seluruh dunia lihat standup komedi tp duduk kkk,2,8,0.2366,"komedi, nya, lebih, trs, sama, wkwkw, kerja, makin, langsung, apa"
89,b'Percayalah padaku! Kamu akan kecanduan cerita ini!\n \n#komikharian #komedi #komikstrip #bilibilicomics\n\nhttps://t.co/9VNLdUdvIw https://t.co/nRCOf9GKp2',percaya kamu candu cerita,1,12,0.3659,"gue, kamu, cerita, percaya, candu, baca, manga, ecek, pikir, au"
