,datetime,text,cleanTweet,emotion
10,2023-01-03 23:49:44,b'@nabiewru terlalu komedi',terlalu komedi,2
11,2023-01-03 23:48:34,"b'@Askrlfess pernah 1 tahun, tapi berujung ga jadi pas di puncak2 nya asmara tiba2 dia ketauan dah punya pacar yg dah jalan 1 bulan wkwk akhirnya aku cut off eh ga lama tu paling 1 bulanan jg setelahnya dia pacaran sm sahabat aku wakakak puncak komedi ni'",pernah tahun ujung ga jadi pas puncak2 nya asmara tiba2 tau dah punya pacar dah jalan bulan wkwk akhir aku cut off eh ga lama tu paling bulan jg telah pacar sm sahabat aku wakakak puncak komedi ni,2
12,2023-01-03 23:45:44,"b'Yang bersangkutan udah gua info soal layanan-layanan konseling (ada di google juga) dan udah izin untuk share ini dengan menjaga info pribadinya.\n\nSemoga komedi bisa menjadi penolong dalam hal apa pun, bagi siapa pun. \nudah ya kita gini aja udah cukup'",sangkut udah gua info soal konseling google udah izin share jaga info komedi jadi tolong apa siapa gin aja udah cukup,1
13,2023-01-03 23:45:26,b'@pinkywhite01 Komedi yg bikin kesel \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',komedi bikin kesel,2
14,2023-01-03 23:42:27,b'@17O53s hidup ini penuh komedi ting',hidup penuh komedi ting,2
15,2023-01-03 23:37:03,b'@ayundareno AHY komedi politik masa kini #AHYpolitikusGagal #AHYAsalBicara #SBYMangkrakAHYAsbun',ahy komedi politik masa kini,1
16,2023-01-03 23:32:30,b'Komik yang luar biasa ini harus mendapat perhatian lebih!\n \n#komikindo #komedi #komikon #comic\n\nhttps://t.co/frJ4tMSI0A https://t.co/JmmAUQo8oa',komik luar biasa dapat perhati,2
17,2023-01-03 23:31:08,b'Drakor genre comedy memang beneran komedi.',drakor genre comedy memang beneran komedi,1
18,2023-01-03 23:30:57,"b'RT @aubxbfess: bxb! mau au markhyuck , jaeyong , atau nomin yang komedi romantis gitu doong, yang ada memenya jugaa \xf0\x9f\x98\xbb'",mau au markhyuck jaeyong nomin komedi romantis gitu doong memenya jugaa,2
19,2023-01-03 23:27:06,b'RT @RMalanjum: Patut gunakan mesej suruh awasi Covid dan jaga SOP dengan kemunculan dua varian baru.\n\nTapi dah Menteri KOMEDI memang bengap\xe2\x80\xa6',patut guna mesej suruh awas covid jaga sop muncul varian dah menteri komedi memang,2
20,2023-01-03 23:22:16,"b'tambahan :\n\ncewenya gaboleh follback cowo, tp dianya follow duluan cewe2 HAHAAHAHAHAHAHAHAHAHAA PUNCAK KOMEDI\xf0\x9f\x8e\xa1'",tambah gaboleh follback cowo tp dia follow duluan cewe2 hahaahahahahahahahahaa puncak,2
21,2023-01-03 23:20:29,b'Komik yang luar biasa ini harus mendapat perhatian lebih!\n \n#komedi #komiklucu #Komikus #indiecomics\n\nhttps://t.co/C5Z1Tcfnft https://t.co/k1paqG198A',komik luar biasa dapat perhati,2
22,2023-01-03 23:19:42,b'banyak wkwkwkkwkwkwkk komedi emang https://t.co/0q3I1AypK8',banyak wkwkwkkwkwkwkk komedi emang,2
23,2023-01-03 23:18:40,b'@tsani___ @ijeajayakan @gewdgurl_ @ZimmerMadelaine @tanyarlfes puncak komedi asuu wkwkw',puncak komedi asuu wkwkw,2
24,2023-01-03 23:17:59,b'@junbin_hi Semoga shin seungho habis ini main Drama komedi lagi\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f',moga shin seungho habis main drama komedi,2
25,2023-01-03 23:12:46,b'Manhwa ini luar biasa! Aku selalu ketagihan!\n \n#komikislam #manga #komedi #komikstrip\n\nhttps://t.co/0K7xcWiJdy https://t.co/r4aQT31CDU',manhwa luar aku selalu,1
26,2023-01-03 23:12:45,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#komikislam #manga #komedi #komikstrip\n\nhttps://t.co/OkEzsYRR8g https://t.co/kxz9I4jqUR',aku sabar tunggu apa jadi klik taut bawah gabung,2
27,2023-01-03 23:12:45,"b'@ssskkrrrttttt Komedi bgt anj, baru kenal tau tau manggil by tautau minta duit, butuu finansial sekaligus pacar mah cari sugar daddy ajah neng lah'",komedi bgt anj baru kenal tau tau manggil by tautau minta duit butuu finansial sekaligus pacar mah cari sugar daddy ajah neng lah,2
28,2023-01-03 23:11:57,b'Komedi ya ama trajikomik  #AlBuZamm\xc4\xb1SenYasa',komedi ama trajikomik,1
29,2023-01-03 23:11:53,b'sebenernya agak komedi tp wkwkw \xf0\x9f\x91\x8e\xf0\x9f\x91\x8e\xf0\x9f\x91\x8e\xf0\x9f\x91\x8e',sebenernya komedi tp wkwkw,2
30,2023-01-03 23:11:42,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#komedi #komikindo #bilibilicomics #komiket\n\nhttps://t.co/bvnufWYS7F https://t.co/dYrZWxKiIw',aku sabar tunggu apa jadi klik taut bawah gabung,2
31,2023-01-03 23:10:35,b'Awek insecure vs kerajaan insecure.\n\nHAHAH. Sehari tak buat lawak tak sah Menteri KOMEDI @fahmi_fadzil kita ni.\n\n#KerajaanKartun #MenteriBadut #FunnySMS https://t.co/G5qGIK3ryn',awek insecure vs raja hari buat lawak sah menteri komedi,2
32,2023-01-03 23:10:17,b'Egi poros komedi Indonesia \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/DwZlMqqEXw',egi poros komedi indonesia,2
33,2023-01-03 23:08:38,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#komedi #Bahasaindonesia #Indonesia #komiklucu\n\nhttps://t.co/qEdQAPmbHd https://t.co/woH8DiqChs',aku sabar tunggu apa jadi klik taut bawah gabung,2
34,2023-01-03 23:06:46,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#komikindo #komikindonesia #komedi #bilibilicomics\n\nhttps://t.co/ZqFsNMy4ji https://t.co/hfuBboLFj8',aku sabar tunggu apa jadi klik taut bawah gabung,2
35,2023-01-03 23:06:45,b'Komik yang luar biasa ini harus mendapat perhatian lebih!\n \n#komikindo #manhua #komedi #komik\n\nhttps://t.co/CiFKoOpYZm https://t.co/oYoCI968K3',komik luar biasa dapat perhati,2
36,2023-01-03 23:06:11,"b""Sajikan Investigasi Komedi, Yong Hwa CNBLUE dan Cha Tae Hyun Terlibat Kerja Sama di Drama 'Brain Cooperation' https://t.co/31wVetCIln""",investigasi komedi yong hwa cnblue cha tae hyun libat kerja sama drama brain cooperation,2
37,2023-01-03 23:04:46,b'@narumiaaaaaa puncak komedi emang',puncak komedi emang,2
38,2023-01-03 23:03:56,"b'RT @AgustinLivy: Saran film netflix yang cocok di tonton untuk malam jumat dong ? \nfilm action, horor, komedi atau anime juga boleh..\n\nkalo\xe2\x80\xa6'",saran film netflix cocok tonton malam jumat dong action horor komedi anime,2
39,2023-01-03 22:59:38,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#komiklokalindonesia #komedi #komikharian #artidn\n\nhttps://t.co/MYKPOhb5yB https://t.co/7MSS5hjzE8',aku sabar tunggu apa jadi klik taut bawah gabung,2
40,2023-01-03 22:59:20,b'RT @moviemenfes: Ini sebenernya mvs erotis atau komedi sih? \xf0\x9f\x98\xad https://t.co/dqpeMZhW9Y',sebenernya mvs erotis komedi sih,1
41,2023-01-03 22:57:41,b'wo wo knp hidup lu kadang penuh komedi sih \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/fEzv10qCXU',wo wo knp hidup lu kadang penuh komedi sih,1
42,2023-01-03 22:56:25,"b'Putri, Tolong Menjauh Dariku! benar-benar komik yang istimewa! Sampai terus terpikirkan!\n \n#komiklokal #komedi #komikindo #komik\n\nhttps://t.co/ORSKNjgktH https://t.co/vXBQm1i4fM'",putri jauh komik terus,2
43,2023-01-03 22:55:12,b'Sedang berada di puncak komedi \xf0\x9f\xa5\xb9',sedang ada puncak komedi,2
44,2023-01-03 22:53:24,b'Cerita Lucu ala Papua (MOB Papua) - Dispenser #shorts #papua #jokes https://t.co/OU6PRAWell via @YouTube \n\n#shorts \n#shortsyoutube \n#jokes \n#papua \n#papuabarat \n#papuaindonesia \n#humor \n#lucu \n#komedi \n#videolucu \n#videolucuterbaru',cerita lucu ala papua dispenser via,2
45,2023-01-03 22:49:49,b'@CNNIndonesia Jangan sombong',jangan sombong,1
46,2023-01-03 22:48:31,b'RT @RMalanjum: Wahhhh pandai lah Menteri KOMEDI kita.\n\nHang lagi terang guna duit rakyat sebar propaganda. Dah tak tapis langsung. \n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nha\xe2\x80\xa6',wahh pandai lah menteri komedi terang duit rakyat sebar propaganda dah tapis langsung,2
47,2023-01-03 22:48:00,b'Jalan cerita Sejak Kapan Aku Jadi Tak Terkalahkan membawa perasaan naik turun. Komik yang memukau dan penuh kejutan!\n \n#komikstrip #komiklucu #komedi #komiker\n\nhttps://t.co/LRVgfrfo7a https://t.co/bnthnN20aM',jalan cerita sejak kapan aku jadi kalah bawa asa naik turun komik pukau penuh,1
48,2023-01-03 22:43:02,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#manhua #artidn #komikindo #komedi\n\nhttps://t.co/WqyxUTQfq5 https://t.co/av7Xpj1Y4A',aku sabar tunggu apa jadi klik taut bawah gabung,2
49,2023-01-03 22:42:48,b'@tanyakanrl Komedi awal tahun aowkwk',komedi awal tahun aowkwk,2
50,2023-01-03 22:41:23,b'@ssskkrrrttttt Komedi putar wkwk',komedi putar wkwk,1
51,2023-01-03 22:37:38,"b'Jika hidup adalah komedi bagi yang berpikir, tragedi bagi yang merasa, maka hidup adalah kemenangan bagi yang percaya.'",hidup komedi pikir tragedi rasa hidup menang percaya,2
52,2023-01-03 22:31:55,b'@elcolmandant61 komedi ligi',komedi ligi,2
53,2023-01-03 22:31:47,b'@kissmarkli @tanyakanrl mengubah tragedi menjadi komedi',ubah tragedi jadi komedi,1
54,2023-01-03 22:31:28,b'Mogok Nikah benar-benar komik yang istimewa! Sampai terus terpikirkan!\n \n#Indonesia #komikislam #artidn #komedi\n\nhttps://t.co/AuX6su2wL6 https://t.co/6XUIVL46Re',mogok nikah komik terus,2
55,2023-01-03 22:28:23,b'Puncak komedi wkwkwkw \xf0\x9f\x98\x82 niat hati cuma mau baca aja. Tapi gak tahan pengen qrt \xf0\x9f\xa4\xa3 https://t.co/SCh6S198fj',puncak komedi wkwkwkw niat hati cuma mau baca aja tahan ken qrt,2
56,2023-01-03 22:25:35,b'Sentuh Duniamu benar-benar komik yang istimewa! Sampai terus terpikirkan!\n \n#komikinajah #manhwa #komedi #comic\n\nhttps://t.co/ePrYwJGz9P https://t.co/W0pEV9LOEV',sentuh dunia komik terus,2
57,2023-01-03 22:25:26,b'Aku sudah membaca manga ini berkali-kali! Kamu harus mengeceknya juga!\n \n#comics #komikstrip #komikindo #komedi\n\nhttps://t.co/01MVnSwXaW https://t.co/tpo63OmebN',aku baca manga kamu ecek,2
58,2023-01-03 22:23:03,"b'Yup! Komedi tuh healing paling mudah disaat galau or sedih dan tentunya gratis, cuman nonton atau dengerin auto tertawa hidup pun senang xixii https://t.co/Ip4Y24byn3'",komedi tuh healing paling mudah saat galau or sedih tentu gratis cuman nonton dengerin auto tertawa hidup senang xixii,2
59,2023-01-03 22:21:54,b'Aku suka gaya gambar Apartemen Para Aktor Terbaik! Bagus banget! Desain karakternya juga hebat! Pantas untuk direkomendasikan!\n \n#manhwa #komedi #Komikus #komikislam\n\nhttps://t.co/DieBdw8NDI https://t.co/yks80EBtaJ',aku suka gaya gambar apartemen aktor bagus desain karakter pantas,2
60,2023-01-03 22:21:31,b'Anime ini sangat layak untuk dibaca! Ayo periksa!\n \n#artidn #komikstrip #komedi #comics\n\nhttps://t.co/CQsNVoPRBW https://t.co/PcdO9Q0W7b',anime sangat layak ayo,2
61,2023-01-03 22:19:32,b'Percayalah padaku! Kamu akan kecanduan cerita ini!\n \n#comics #komikindo #komedi #bilibilicomics\n\nhttps://t.co/IDy2dqOu62 https://t.co/UBwMFzuEYr',percaya kamu candu cerita,1
62,2023-01-03 22:12:09,b'@ssskkrrrttttt Gini amat puncak komedi',gin puncak komedi,2
63,2023-01-03 22:09:39,b'Percayalah padaku! Kamu akan kecanduan cerita ini!\n \n#komedi #komikindo #komiker #komikharian\n\nhttps://t.co/1gdE1tjqaM https://t.co/jOYcZMDt8c',percaya kamu candu cerita,1
64,2023-01-03 22:04:32,b'Manhwa ini luar biasa! Aku selalu ketagihan!\n \n#komik #komikindo #komiker #komedi\n\nhttps://t.co/cOVzcGSmXx https://t.co/wCzPUWpT0J',manhwa luar aku selalu,1
65,2023-01-03 22:03:39,b'Aku sudah membaca manga ini berkali-kali! Kamu harus mengeceknya juga!\n \n#komikindonesia #komikislam #komedi #Komikus\n\nhttps://t.co/vPqNnZlzga https://t.co/83jNiUpNCg',aku baca manga kamu ecek,2
66,2023-01-03 21:55:53,b'Perpustakaan Surga benar-benar komik yang istimewa! Sampai terus terpikirkan!\n \n#komedi #komikindo #manhua #indiecomics\n\nhttps://t.co/VBr2A3sS1H https://t.co/Bs9t3TIxkJ',pustaka surga komik terus,2
67,2023-01-03 21:52:51,"b'RT @mrkklvc: selamat pagi puncak komedi wkwkwkk.\noh god, msh awal taun\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb https://t.co/Ue6cCjxtGB'",selamat pagi puncak komedi god msh awal,2
68,2023-01-03 21:51:04,b'Alhamdulillah maguire tidak komedi..',alhamdulillah maguire komedi,2
69,2023-01-03 21:48:55,b'@AjengPr81469249 Komedi putar \xf0\x9f\xa4\xa3',komedi putar,0
70,2023-01-03 21:46:23,b'Aku suka gaya gambar Perpustakaan Surga! Bagus banget! Desain karakternya juga hebat! Pantas untuk direkomendasikan!\n \n#komedi #artidn #bilibilicomics #indiecomics\n\nhttps://t.co/sgg6w2yPwo https://t.co/Ofof1U8JWa',aku suka gaya gambar pustaka bagus desain karakter pantas,2
71,2023-01-03 21:45:27,b'kinerja wasitnya full komedi + tolol https://t.co/K5nBApBx0s',kerja wasit full komedi tolol,2
72,2023-01-03 21:41:09,b'@tele1comtr \xf0\x9f\x98\x82 \xf0\x9f\x98\x82 \xf0\x9f\x98\x82 \xf0\x9f\x98\x82 Komedi adam',komedi adam,1
73,2023-01-03 21:40:28,b'komedi ligi \xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85 https://t.co/piMMMLK7VA',komedi ligi,2
74,2023-01-03 21:34:34,"b'@seokjinjuseyyo baru juga tayang ni episode udah lucu aja, beneran baskara genre komedi thriller ajg hahahhahahhahahahaha capek bgt ini lucu abis aswww\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\xa4\xa3'",baru tayang ni episode udah lucu aja beneran baskara genre komedi thriller ajg hahahhahahhahahahaha capek bgt lucu abis,2
75,2023-01-03 21:33:20,b'Percayalah padaku! Kamu akan kecanduan cerita ini!\n \n#bilibilicomics #komedi #Komikus #komikindonesia\n\nhttps://t.co/An7X1XJbtT https://t.co/Zcdh5XgzUT',percaya kamu candu cerita,1
76,2023-01-03 21:30:03,b'Lu yang bubarin GFRIEND lu juga yang gamon puncak komedi sekali agensi satu ini. https://t.co/zf0bMK2qd7',lu bubarin gfriend lu gamon puncak komedi sekali agens satu,2
77,2023-01-03 21:28:29,b'Manhwa ini luar biasa! Aku selalu ketagihan!\n \n#comics #komedi #komikislam #komikstrip\n\nhttps://t.co/iTk1cG462H https://t.co/YugQEOpisH',manhwa luar aku selalu,1
78,2023-01-03 21:19:09,"b'Udahlah ca, hidup lu emang ditakdirin buat jadi babu/robotnya mereka. Harus tunduk dan lu gaboleh sekalipun protes, meskipun kali ini lu yang bener.\nHidup gue komedi banget dah, capek anjir.. baru juga 4 hari di 2023, dibikin sedih mulu.'",udahlah ca hidup lu emang ditakdirin buat jadi tunduk lu gaboleh sekalipun protes meski kali lu gue komedi banget dah capek anjir baru hari bikin sedih mulu,2
79,2023-01-03 21:13:20,"b'Komedi tahun ini yang didapat dari haters hiyyih wkwkwk, tolong dong setarain sama bukti nya Kaka sebelum ngebacot\xe2\x98\xba\xef\xb8\x8f\xf0\x9f\xa4\x98 https://t.co/DSgRqONhe9'",komedi tahun dapat haters hiyyih wkwkwk dong setarain sama bukti nya kaka,2
80,2023-01-03 21:08:04,b'Bertahun-Tahun Pencarian Kehormatan benar-benar komik yang istimewa! Sampai terus terpikirkan!\n \n#komedi #komiker #komikislam #komikharian\n\nhttps://t.co/RHqjzwioeU https://t.co/qSNWnCiXai',cari hormat komik terus,2
81,2023-01-03 20:58:12,b'komedi bgt kalo baru round of 32 udah adu penalty \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/g6trkPalbR',komedi bgt kalo baru round of udah adu penalty,2
82,2023-01-03 20:55:04,"b'@tanyarlfes Kakaku mau kepala 3 masih minta uang ke mamaku buat beli hp gadimarahin aku yg apa\xc2\xb2 beli sendiri pake uang sendiri gak pernah minta sampe 50k pun msh sering di marahin, keluarga lengkap tp msh merasa sendiri keluargaku lucu kek standup komedi njir'",kakaku mau kepala minta uang mama buat beli hp gadimarahin aku beli sendiri pake uang sendiri pernah minta sampe msh sering marahin keluarga lengkap tp msh rasa sendiri keluarga lucu kek standup komedi njir,2
83,2023-01-03 20:42:50,"b'Dunia adalah komedi bagi mereka yg memikirkannya, atau tragedi bagi mereka yg merasakannya.(Harace Walpole)'",dunia komedi pikir tragedi,2
84,2023-01-03 20:42:16,"b'Starting lapis dua, main di Copa del Rey lawan tim divisi 4. Full komedi'",starting lapis main copa del rey lawan tim divisi full komedi,2
85,2023-01-03 20:39:38,b'komedi subuh https://t.co/YWqUKZUxHb',komedi subuh,2
86,2023-01-03 20:33:02,b'Aku tidak sabar menunggu apa yang terjadi selanjutnya! Klik tautan di bawah ini dan bergabunglah dengan penderitaanku!\n \n#komikislam #komedi #Bahasaindonesia #dagelan\n\nhttps://t.co/opm1S3e15Z https://t.co/l4euR3eF6r',aku sabar tunggu apa jadi klik taut bawah gabung,2
87,2023-01-03 20:32:45,b'Komik yang luar biasa ini harus mendapat perhatian lebih!\n\n#komiker #komedi #indiecomics #komikislam\n https://t.co/NBfSBWoDXj https://t.co/xrKjfMnjbm',komik luar biasa dapat perhati,2
88,2023-01-03 20:24:46,"b'Luar biasa. Kalo disandingin sama 4mies, diundang jadi narasumber diTV, seluruh dunia pasti akan melihat Standup komedi tp sambil duduk. Kkkkk... \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/OCKKDXn8U9'",luar biasa kalo disandingin sama undang jadi narasumber ditv seluruh dunia lihat standup komedi tp duduk kkk,2
89,2023-01-03 20:22:06,b'Percayalah padaku! Kamu akan kecanduan cerita ini!\n \n#komikharian #komedi #komikstrip #bilibilicomics\n\nhttps://t.co/9VNLdUdvIw https://t.co/nRCOf9GKp2',percaya kamu candu cerita,1
90,2023-01-03 20:18:50,b'Anime ini sangat layak untuk dibaca! Ayo periksa!\n \n#komikon #komiker #komik #komedi\n\nhttps://t.co/rTeJFEaCCK https://t.co/075dbsXTkH',anime sangat layak ayo,2
91,2023-01-03 20:17:49,b'Jalan cerita Kuharap Kau Baik-Baik Saja membawa perasaan naik turun. Komik yang memukau dan penuh kejutan!\n \n#komiker #komedi #komikindo #Komikus\n\nhttps://t.co/HWHAlTwZD1 https://t.co/gkhv5fPHUs',jalan cerita harap kau bawa asa naik turun komik pukau penuh,2
92,2023-01-03 20:16:48,b'@aliceDale99 AHY komedi politik masa kini #AHYpolitikusGagal #AHYAsalBicara #SBYMangkrakAHYAsbun',ahy komedi politik masa kini,1
93,2023-01-03 20:14:56,b'@selmagokcen04 Komedi Dram \xf0\x9f\xa4\xad',komedi dram,1
94,2023-01-03 20:10:12,b'Komik yang luar biasa ini harus mendapat perhatian lebih!\n \n#manhwa #komiklokalindonesia #komiket #komedi\n\nhttps://t.co/FhUr8wK5eF https://t.co/qvZh7QpvxM',komik luar biasa dapat perhati,2
95,2023-01-03 20:06:16,"b'Bisma,Cinta segi3 &amp; jd ayah dadakan. novel komedi romantis .tersedia di Gramedia/toko2 buku. yuk beli https://t.co/zodvaEBcjT'",segi3 jd ayah dada novel komedi romantis sedia buku yuk beli,2
96,2023-01-03 20:05:53,b'Komik yang luar biasa ini harus mendapat perhatian lebih!\n \n#komedi #Bahasaindonesia #dagelan #Indonesia\n\nhttps://t.co/Y70PmIuEHU https://t.co/aBvlE9t7Gx',komik luar biasa dapat perhati,2
97,2023-01-03 20:01:58,b'wakkkaakkak suka bgt komedi bersambut kek gini \xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/KPjihCwdbQ',wakkaakkak suka bgt komedi sambut kek gin,2
98,2023-01-03 19:53:11,b'Jalan cerita Iblis X Mailakat Tidak Bisa Akur! membawa perasaan naik turun. Komik yang memukau dan penuh kejutan!\n \n#Komikus #komedi #Bahasaindonesia #manhua\n\nhttps://t.co/UYmlKYB2IY https://t.co/GOvACuKnaG',jalan cerita iblis x mailakat bawa asa naik turun komik pukau penuh,2
99,2023-01-03 19:45:21,b'puncak komedi https://t.co/QH2SK0ElXc',puncak komedi,1
100,2023-01-03 19:37:02,b'Dewa Keabadian Pertama benar-benar komik yang istimewa! Sampai terus terpikirkan!\n \n#komiklokal #komiklokalindonesia #komedi #manga\n\nhttps://t.co/khiw8Q16ik https://t.co/qNAVnLIp4x',dewa abadi pertama komik terus,2
101,2023-01-03 19:36:37,b'Manhwa ini luar biasa! Aku selalu ketagihan!\n \n#komiklucu #komikharian #Komikus #komedi\n\nhttps://t.co/MpNVt8GJ4b https://t.co/KrSfwmbA3E',manhwa luar aku selalu,1
102,2023-01-03 19:28:51,"b'Berhenti, Istriku yang Bisu! benar-benar komik yang istimewa! Sampai terus terpikirkan!\n \n#komiker #komedi #komik #comics\n\nhttps://t.co/wbZE9PRtmG https://t.co/jXhvU5tfd9'",henti istri komik terus,2
103,2023-01-03 19:21:46,b'@siyahcoraplilar Komedi ligi',komedi ligi,2
104,2023-01-03 19:17:29,b'@ssskkrrrttttt puncak komedi',puncak komedi,1
105,2023-01-03 19:14:54,b'@AgusMagelangan Kere mu wes otentik wkwkwk puncak komedi',kere mu wes otentik wkwkwk puncak komedi,2
106,2023-01-03 19:13:19,b'@emrekbol Komedi ya',komedi,1
107,2023-01-03 19:09:02,b'mending lu bunyiin bel sepeda lagi aja anjing GAK USAH KETAWA HIDUP GUA EMANG KOMEDI',mending lu bunyiin bel sepeda aja anjing usah ketawa hidup gua emang komedi,2
108,2023-01-03 19:08:13,b'KOMED\xc4\xb0 XDDDD',xdd,2
109,2023-01-03 19:04:41,b'Komedi ligi...',komedi ligi,2
110,2023-01-03 19:04:14,b'Komik yang luar biasa ini harus mendapat perhatian lebih!\n \n#indiecomics #komikislam #komedi #manga\n\nhttps://t.co/wrVjaCFn2D https://t.co/P5BczBYlCK',komik luar biasa dapat perhati,2
111,2023-01-03 19:00:56,"b'@moonareas ya udh tau begitu masih aja dilakuin gausah ngelawak, bukan lapak stand up komedi'",udh tau aja dilakuin gausah ngelawak bukan lapak stand up komedi,2
112,2023-01-03 18:59:31,"b'@intanorii Lost contact trs tbtb nikah sama yg lain, wkwkwk komedi'",lost contact trs tbtb nikah sama wkwkwk komedi,2
113,2023-01-03 18:50:08,b'RT @ssskkrrrttttt: ini baru komedi https://t.co/FuC9fuooN5',baru komedi,2
114,2023-01-03 18:49:23,"b'@babigenduts Gue kira kisah cinta piio yg lagi di ceritain, ternyata kisah komedi gue.'",gue kira kisah cinta piio ceritain nyata kisah komedi gue,2
115,2023-01-03 18:45:15,b'Percayalah padaku! Kamu akan kecanduan cerita ini!\n \n#manga #komedi #indiecomics #Indonesia\n\nhttps://t.co/C0KC1TfX7i https://t.co/0tebvrXcH7',percaya kamu candu cerita,1
116,2023-01-03 18:44:11,b'pas awal kenal dia blg gamau buat gua jdi feeling lonely tapi sekarang malah terjadi haha komedi',pas awal kenal blg gamau buat gua jdi feeling lonely sekarang malah jadi haha komedi,2
117,2023-01-03 18:43:05,b'Manhwa ini luar biasa! Aku selalu ketagihan!\n \n#komiker #komiklucu #komikindo #komedi\n\nhttps://t.co/aBBNNTclAx https://t.co/qI5B2V1HyS',manhwa luar aku selalu,1
118,2023-01-03 18:43:01,b'Percayalah padaku! Kamu akan kecanduan cerita ini!\n \n#bilibilicomics #komiker #Komikus #komedi\n\nhttps://t.co/vWuzq6nOjp https://t.co/d1nM25ueA7',percaya kamu candu cerita,1
119,2023-01-03 18:38:19,b'Manhwa ini luar biasa! Aku selalu ketagihan!\n \n#komikindo #Komikus #komedi #artidn\n\nhttps://t.co/2flb57dwhi https://t.co/p3mt2ON6vd',manhwa luar aku selalu,1
